,date,username,post content,quoted user,post mood
59,2013-07-06 14:49:00,keepsafe,"b""Thanks pepcat for that, he did say it may get worse before it gets better - I remember that at the assessment appointment now. But he did ask a whole lot of in depth questions about my relationship (S abuse) with my father. Like I say I think I just went on auto pilot, but now the shock has hit me. He didn't say I could contact between sessions, but I am seeing my s.w. on Monday so will talk to him I think and also say on Friday that maybe we could take it a little more slowly. Part of it was me, I started to tell him about my voices etc and then he asked the questions. I feel like it's the time I need to tell someone so I did talk, I have spent years holding on to this stuff and hate myself. He said do I like anything whatsoever about myself and I can truly say no. I feel like a nonentity - sorry if I am repeating myself, but thanks very much for caringKSxxxxx""",,Angelic
60,2013-07-07 16:29:00,keepsafe,b'Feeling crap',,Angelic
61,2013-07-07 21:09:00,catkin,"b', sorry you are feeling crap, what would help? xx'",,Sad
62,2013-07-08 14:43:00,keepsafe,"b'I need to know the point of everything, ok anything. Everything falling apart, including my relationship'",,Angelic
63,2013-07-08 14:51:00,Fairy Lucretia,"b'lovexxsomebody you love? not just BF/GF ,love you feel for your mum or your friend or your petlove is ,can be the pointxx'",,Angelic
64,2013-07-08 14:57:00,keepsafe,"b""Thanks Lu, but I can't love myself so how can I really love others? I hate myself, something has to give, to change to desist KSxxx""",,Angelic
65,2013-07-08 15:04:00,Fairy Lucretia,"b""the fairies love you and are watching over ,protecting youxxthere's a point ,for nowI hope you have a better point soonxx""",,Angelic
66,2013-07-08 15:23:00,keepsafe,b'Thanks Lu ((((((((((hugs))))))))KSxxxxxxx',,Angelic
67,2013-07-10 22:07:00,keepsafe,"b""I had a very long face to face chat with a sams friend yesterday and they listened - isn't it nice just to be listened to and empathised without judgement.I don't know what the therapist is trying to achieve but its doing my head in and only requires me to ritually hate myself and cleanse myself in an awful way. I', sick and I know that but I just want out of this nightmareKSxxxxxx""",,Angelic
68,2013-07-11 01:44:00,Taff,"b'Dearest KSIts a horrible thing this to go through but there is a better side eventually, I will walk along this way with you and hold your hand whenever you need me too. Sending you safest hugs and love to you. You will be a survivor, we will all work with you to make it so.Lots of love and safest of hugs to you Taff xxx'",,None
69,2013-07-11 06:37:00,keepsafe,"b""Thanks Taff, I'm glad you are there with others holding me up.Love uKSxxxxxxxxxxxxxxx""",,Angelic
70,2013-07-11 07:32:00,Hellbilly,"b""Hey keepsafeBeen reading some of this post And I picked up on a few things you said somewhere you can't love anyone cos you don't love yourself????Then you said I hate myself. So does that mean you hate everyone else as well ???? I picked up on that because of something that was said to me along similar lines and it stuck You seem to easily be able to apply negativity to anything about yourself but refuse to apply it to others . Do you know why that is??? I think that's what you need to spend some time on ????Well it went something like that man that said it to me was professional Lol""",,Breezy
71,2013-07-11 09:16:00,keepsafe,"b""Hellbilly,I don't know why that is, only I refuse to be like I was slung up (brought up). I have to try to be kind to myself I know, but I find it very difficult to do, no I don't hate others. I'm determined to change or something has to give and that will be me of course.KSxxx""",,Angelic
72,2013-07-11 09:25:00,Hellbilly,"b""Not realy I was in the exact same situation Talk about dragged up??? Apart from being kept in a cage I was only existing in case my sisters needed parts I was told that I grew up knowing I was a waste of space, skin, air, life I didn't trust I had to fake what I called normal life so no one knew Then I thought one day fuck it this was done to me I can be like them I can believe all that's been planted in my head or I can choose to find myself . Then it was downhill for a while but it's all uphill now""",,Breezy
73,2013-07-11 09:47:00,keepsafe,"b'I have been in and am probably still in the same place. Just started therapy, psychodynamic - its my second session tomorrow. Maybe I will find a way out of always torturing myself, I hope so, I need a different mindset I realiseGlad u are on your way upxxxx'",,Angelic
74,2013-07-11 10:05:00,Hellbilly,"b""Keep safe I know honest . Been a victim all my life and now there's no one to bully me I bully myself .It's crap but it becomes managable honest .at least when we find out what we doing and why it males it easier to cope with lolIt's cos that's all I'm used too all I expect so why stop ???LolI'm here to talk with whenever you want too.feel free to pm if you need to whatever time of day.you may be suprised what time you get a reply lol""",,Breezy
75,2013-07-12 17:17:00,keepsafe,"b""Tah hellbilly, I have had therapy today which I was totally scared of but the person says they will go at my pace and very slowly so that's good, still feeling dodgy about everything though - do I go with my gut instinct, it's telling me that things will never get better, but I can sometimes think and follow what the therapists and support say and see that there may be a way out?!?????I have to revisit my past in detail and that I know will wipe me out, but I think it is the only way forward.KSxx""",,Angelic
76,2013-07-12 17:17:00,keepsafe,"b""Tah hellbilly, I have had therapy today which I was totally scared of but the person says they will go at my pace and very slowly so that's good, still feeling dodgy about everything though - do I go with my gut instinct, it's telling me that things will never get better, but I can sometimes think and follow what the therapists and support say and see that there may be a way out?!?????I have to revisit my past in detail and that I know will wipe me out, but I think it is the only way forward.KSxx""",,Angelic
77,2013-07-12 17:59:00,Hellbilly,b'They probably do the revisit in sections not all at once',,Breezy
78,2013-07-12 18:00:00,Taff,b'Dearest KSSending you lots of love and safe hugs too.a member of the dragged up club too. xxxPs you are lovely and we love you xxTaffby order ',,None
79,2013-07-12 18:04:00,redfraggle,b'Me too... its an exclusive club the dragged up clubBut seriously hope you are doing ok x',,Sad
80,2013-07-12 21:40:00,keepsafe,"b""Awww thanks everyone I really appreciate it xxxxxxxxxxxxxxHellbilly hope they do do it in sections, I can't stand the thought of it just nowKsxxxxxxx""",,Angelic
81,2013-07-20 12:59:00,keepsafe,"b""I have been away and really didn't appreciate it, don't know what's wrong with me, deserve to be punished and know just the way how to. Need to stop feeling so disjointed and so distanced from everything and everyone.Hate me""",,Angelic
82,2013-07-20 14:35:00,Taff,"b""nice you are back, xxxyou are stuck in a hole that someone else put you into is my guess, hold my hand and we will help pull you out bit by bit, you don't deserve to be punished you are good and kind and caring.we can see it , everyone can see it except you xxxxWe love you because you are GOOD KIND CARING.xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""",,None
83,2013-07-20 16:15:00,keepsafe,"b'Thanks Taff, been dissociating a lot, yes I was shoved down the hole and I just cannot get out, not right now - it seems almost impossible. You care a lot about everyone, you are a starLove KSxxxxxxxxxxxxxxxxxxxx'",,Angelic
84,2013-07-20 16:36:00,Taff,"b'love you, you are more special than Jose Moreno even xx'",,None
85,2013-07-20 17:27:00,keepsafe,"b""Hahahaha that's very kind of you ((((((((hugs)))))))))xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""",,Angelic
86,2013-07-20 18:47:00,catkin,b'thinking of you ks xx',,Sad
87,2013-07-23 23:44:00,keepsafe,"b'I rang the c.t. tehy were useless suggested a bath which is a trigger to me and they have been told that before.I have self harmed for the last couple of days, in a bit of a radical way too........messed with my head'",,Angelic
88,2013-07-23 23:48:00,catkin,"b'am sorry ks, am sorry for how you feel and for how useless the ct were. xx'",,Sad
89,2013-07-23 23:52:00,keepsafe,"b'Thanks hun, not your fault.................................................................................talked to a friend today from vol work, it helped a little but not able to solve anything. Life is so frustrating Can I allow myself to be angry, I think not that would be totally out of my control'",,Angelic
90,2013-07-23 23:55:00,Taff,"b'KS, I am so sorry and a shitty day for you too xxxxToday I saw some of the worst side to MH support and so hoping I just had a day of talking to eejits and every one else is on leave.Lots of love and safe hugs to you KS, you deserve betterxxlove to you Catkin too xxxxxx'",,None
91,2013-07-24 00:08:00,parakeet,"b""You don't have to agree with the angry thoughts that were put on you but thru dbt I've learned when I just accept reality for what it is it makes it a helluva lot easier to deal with. Now with that said can I always do that NO HELL NO. But when I keep studying the dbt it pops in and then I can deal with things a bit better.I'm really sorry you're having such a go of it. I've been where you are many and many a time! I wish Ihad a magic wand like Lucretia to wave over you and make you feel better. All I have is what I have experienced. Life can be really hard sometimes... well for many a lot of times. For me I find coloring with 144 crayons or some such can soothe me, listening to non vocal music that is not symphony helps me, sitting on my back patio listening to the birds and the gurgling water from my fountain help before the day gets away from me in nice weather anyway, I had an inside fountain that was really small that I used to listen to too, unless that is trigger because of tub, ummm going for a walk indoors in a mall and just ignoring everyone else and doing window shopping, buying a small portion of food I love just for the day, putting vaporub or sucking a lemon or lime wake me right up..., ....That's all I can think of... When I go to the shopping center (don't know what they call that in UK) I go to the parfume counters and try and get free samples. They usually are always glad to give you some.Life is frustrating! Sometimes if you can play the 15 mins. game.... You clock 15 mins. and say you will go at least 15 mins. without doing sh and then once you get to that 15 mins. you clock another 15 mins. and so on and so forth.  Hope this helps with the emoticons. I think they are so darn cute.I'm sorry again that you're hurt, angry and outta sorts. Sometimes our after hours care people just simply don't get it. What have you tried before to not sh? that worked??""",,Blah
92,2013-07-24 20:05:00,keepsafe,"b""Thanks,I have had d.b.t. but struggle when I am at my lowest to put it in to practice. I take a lot of cold showers, this is one of the things I use to try combat the urges. I lso try pro's and cons, practice mindfulness, but it's all hard stuff. I know it's not meant to be easy. When I get to crisis I seem not to be able to think rationally so everything goes out of the window.Been trying to keep busy today, cleansed though which isn;t all that good. Seeing s.w. tomorrow, see what that brings.KSxxxx""",,Angelic
93,2013-07-25 03:09:00,parakeet,"b""hey ksI know I've done like I said I think a lot of dbt. Sometimes ya just need some help! I get that. I think it's great all you're doing to help yourself!! What's a s.w.? I'm from states so don't understand a lot of the lingo here. Everyone seems to know about the states in the world but ME/we?? don't know about you's.. lol. some things are always universal however somethings are not... I guess that's just the way it is.I had a friend once who took cold showers and also would wrap herself up as tight as she could in a sheet and take a cold shower. I admire you that you are trying so hard to help yourself. I know it's not easy! It really isn't at all! I've been fighting sh since childhood and when I started drinking and stuff I quit and then started up in adulthood.Here's the funny joke of the day..... Do you know why the arithmetic book was sad?Because it had many problems. bada bing bada boo....... I know lame right??!!Well hopefully you may have smiled at that.parakeet""",keepsafe,Blah
94,2013-07-25 08:43:00,keepsafe,"b""Hahaha smiled at it - thanksAn sw. is a social worker, seeing them today later. I do try and I guess it's a struggle for us all at some point.You take careKSxxxxx""",,Angelic
95,2013-07-29 13:21:00,keepsafe,b'Had a bad bad weekend..................feel crazy and disorientated not attached to anything or anyone',,Angelic
96,2013-07-29 13:22:00,Fairy Lucretia,b'sending much lovexx',,Angelic
97,2013-07-29 16:59:00,parakeet,"b""I'm sorry ks that you're weekend was so hard. Sending you blessings and hopefully you're feeling better this a.m. Is there anything to hold onto? a pet perhaps? a special friend? your friends here?Also with the disassociating can you try and ground yourself? like feel yourself behind, feet where they are in the chair and on the ground?So sorry for all your hurts in life. they sure can cause a deeper than deep wound for us. I hope you can feel better today.parakeet""",Lucretia,Blah
98,2013-07-29 23:09:00,keepsafe,"b""I try to ground myself by saying right I am in a chair etc with my feet on the ground, but then I start thinking what chair, what ground - I will try harder. Thanks to you all for caring. I do have a doggie, he helps sometimes, I love his cuddles.Today I'm very tense indeed, my teeth are hurting from all the grinding.KSxx""",,Angelic
99,2013-07-30 11:23:00,parakeet,"b""Good Morning KS,I hope you were able to get a decent nights sleep. Have you ever done the 5,4,3,2,1 game? It was created by a survivor in the Holocaust. I've found it works pretty well to bring me back to reality. You're going to use your senses in the following: see 5 things (if alone its good to name them outloud) hear five things, feel five things (like your butt in the chair etc), 5 things you see, then you do 4 things you hear, 4 things you feel, and 4 things you see.... until you do 3, 2, and 1 thing of the above mentioned.If you get stuck you can just do the same thing you saw, heard or felt over....I see the clock, I see the rod, I see the drapery, I see the clock, I see the clock...I don't know what else to say. I hope you're able to get thru this sooner than later that's for sure cuz it's really hard to be in your spot.  thought i'd make you laugh with this lil smiley. Hope at least you might have grinned.Well its off to work for me ...............Take care ks.Parakeet""",keepsafe,Blah
100,2013-07-30 13:26:00,keepsafe,"b""Thanks Parakeet,I have never tried that, thanks for considering to share it with me - I will try it, been really triggered this morning by a stupid television program. I need to really watch what I am doing and saying, rang the crisis team in a state and couldn't remember a thing.I have tried to plan some things to do as I had nothing planned, so going out for a meal tomorrow and getting hair curled. Thanks for trying to make me smile :-) Hope you get some smiles in your day (((((hugs))))Didn;t get much sleep - 4 hours of bad dreams, I'm going to see if the diazepam helps today.KSxxx""",,Angelic
101,2013-07-31 03:41:00,parakeet,"b""hey,hope you're doing better. If you believe in God... pray he relieves your suffering.I'm not pushing that down your throat... Another great thing we can do for ourselves.parakeet""",keepsafe,Blah
102,2013-08-01 16:58:00,keepsafe,"b'Bad head place - voices are kicking off, always constant but today really loud.'",,Angelic
103,2013-08-03 15:51:00,keepsafe,b'Talked to voices with therapist it was a big head F***',,Angelic
104,2013-08-05 21:27:00,keepsafe,"b'This is me done, nothing means nothing, thats what I am'",,Angelic
105,2013-08-06 15:56:00,keepsafe,"b'Last night I decided to get angry with dad and smashed the house up a bit, then cried like a baby.'",,Angelic
106,2013-08-06 16:23:00,Taff,"b'Fair enougha good old cry is one of the best therapies going next to a good sleep without bad dreams.Hope you are ok, love to you, xxx Taff'",,None
107,2013-08-06 23:10:00,keepsafe,"b'Thanks Taff, today has been a bit better - trying not to project too much or take it all out on myselfHope you are okLoveKSxxxxxxxxxxxxxxx'",,Angelic
108,2013-08-06 23:14:00,Taff,"b'hello sweetheartHaving trouble with me bunions, but too much information And Calypso put me on this bicycle linked to the electricity meter, so trying to keep the music decks working in the chill out caf\xc3\xa9.Huge hugs , and love you xxTaff'",,None
109,2013-08-06 23:23:00,keepsafe,b'Lol sorry about the bunions bugger! You keep them wheels in motion ladyLove uKSxxxxxxxxxxx',,Angelic
110,2013-08-06 23:59:00,Taff,"b""Its going uphill that's the hardest, Pepecat does cycling, and I bet she hasn't got bunions!Its that time of night, bear with meUsually I try and hypnotise Messymoo if she is about....""",,None
111,2013-08-12 11:44:00,keepsafe,"b'I have been to my mams, I spent the weekend in a diazepam haze it was hard. Uphill struggle definitely I don;t know what I am doing, things just drag on endlessly - Its all a bit of a mess.'",,Angelic
112,2013-08-12 11:54:00,Fairy Lucretia,b'sending loads of hugsxxxxxxxxxxxxxxx',,Angelic
113,2013-08-12 12:59:00,keepsafe,b'Thanks LuVoices driving me madxxxxxxxxxxxxxxxxxxxxxxxx',,Angelic
114,2013-08-14 05:25:00,keepsafe,"b""Hyper and can;t sleep won;t sleep - too many things flying around. Therapy is frikin hard stuff - to the core, but however shocking it's said I have to get it out or I will be forever stuck internalising the stuff. Voices are driving me up the wall - could smash the place up.KSxxxx""",,Angelic
