,date,username,post content,quoted user,post mood
32,2013-12-28 16:43:00,MrsMcelderry,"b'it stands for something but not sure what its like the crisis team tbf, well as ur 19 they cant tell ur parents without ur consent and if they do they can be in serious trouble for it.. xxx'",lostgirl19,Paranoid
33,2013-12-28 16:45:00,lostgirl19,"b""They have disrespected my wishes at times that's the problem. My living situation with family is very complicated and they know that and understand that thankfully but still there have been times when they've gone against my wishes. :/""",,Sleepy
34,2013-12-28 16:48:00,voyager,"b'Sometimes they may not know you as much as they probably should about you, that\'s why continuity is important. They are dealing with sensitive issues!They should be more aware I think, just how vulnerable we can be, not everyone has felt suicidal or very depressed, even ""so called""MH professionals, have had training, but haven\'t had first hand experience! They also see many people each day, so I suppose they become a little blas\xc3\xa9 about it. I\'m sure they care however,But only you truely knows what is going on inside your head. '",,Angelic
35,2013-12-28 16:50:00,lostgirl19,"b""I agree! But one minute they promise me certain things and put a proper plan in place the next it all goes to pot, well that's how it feels anyway. Don't get it. I can't cope with all the ups and downs with them. I'm better off without them. I can't take it it just upsets me more """,,Sleepy
36,2013-12-28 19:52:00,lostgirl19,"b""Maybe i'm overreacting. I'm so stupid.""",,Sleepy
37,2013-12-28 19:54:00,MrsMcelderry,"b'Lost, u are not overreacting at all its completely understandable why ur feeling like this.. xx'",,Paranoid
38,2013-12-28 19:57:00,lostgirl19,b'To the point where I want to discharge myself? Is that reasonable? :/ xx',,Sleepy
39,2013-12-28 20:01:00,MrsMcelderry,b'yes coz ur scared which is understandable xx',,Paranoid
40,2013-12-28 20:02:00,lostgirl19,"b""I don't understand why i'm scared though xx""",,Sleepy
41,2013-12-28 20:13:00,MrsMcelderry,"b'its alsorts of things, u wont understand it all straight away, but please dont discharge urself xx'",,Paranoid
42,2013-12-28 20:14:00,BlueGlass,"b""Being scared isn't always logical. Am sure being under their care will be helping even if you can't feel the benefit right now.Hugsxxx""",,None
43,2013-12-28 20:15:00,MrsMcelderry,"b'im gunna shut up now, im not helping im making things worse sorry LostGirl.. xx'",,Paranoid
44,2013-12-28 20:15:00,lostgirl19,"b""Thank you. I just feel like they never stick to their word. They always do something to upset me or let me down or unsettle me in some way and I can never cope with it. I can't afford to feel worse than I already do """,,Sleepy
45,2013-12-28 20:16:00,lostgirl19,"b""How are you making things worse? You aren't at all! xx""",,Sleepy
46,2013-12-28 21:21:00,lostgirl19,"b""I am impossible to help. I'm useless. I obviously do have to kill myself. There's no other way.""",,Sleepy
47,2013-12-28 22:06:00,lostgirl19,"b""Discharging myself. I've had enough. Can't do this anymore. And everyone hates me. I am better off dead.""",,Sleepy
48,2013-12-29 00:38:00,lostgirl19,"b""Who cares I don't think I even care anymore just ready to die I need peace""",,Sleepy
49,2013-12-29 00:50:00,voyager,"b""I care, I think nights are you're worst time aren't they, don't let this nurse bother you with what she said today honey  xx""",lostgirl19,Angelic
50,2013-12-29 01:33:00,Gajolene,"b""lost girl theres a reason you are telling yourself these things that are not true, depression sucks us down into a deep hole and we feel like theres no way to climb out once we're in. What your doing is called negative self-talk . The reasons you are doing this and how long you've been doing this I don't know but I can tell you, you won't always feel this way, you can learn to stop believing these things, and telling yourself these things. I know because I was caught in a cycle of negative self talk myself from as early a 4 yrs old, I felt no-one would ever love me and that somehow I was bad, ugly and so on, wishing I was dead, feeling empty or crying for no reason other than I made myself sad by saying and believing these things to myself. I did this for years always wondering but not knowing why or how to fix it. Often doing it without even realizing it. I thought everyone hated me, I hid from people, and family, was scared to ask teachers for help because I thought I would get picked on and people would think I was stupid. I had no friends because I was just too scared to try. I did this well into my twenties and like you had no idea how to change it. But there is hope hun.The same way you learned to hate yourself and talk bad about yourself you can change, this may sound silly but try picturing yourself as a little girl locked away cold and alone for such a long time up inside in a dark room in the corner of your mind. Imagine yourself opening that door letting out that little girl out. Imagine hugging her and holding her and putting her beside your heart where its not dark but there is a warm red glow, safe and secure. Think of that little girl as you, then make a promise to her. Tell her she is beautiful, that she doesn't have to be afraid, that you will keep her safe. Imagine your little girl getting mad, really mad and let her scream it out in your mind all the things she wants to say, all the people she is really mad at instead of you, let her scream, let her cry out loud and the whole time tell her its OK you are there for her, you love her. Tell her she has a right to get angry and to be sad and more importantly tell her she can be happy and you will protect her. It may sound really silly but I did this and I vowed to myself that I would never put that girl back in the dark closet in my mind again, that I would carry her in my heart always showing her how beautiful, and strong, and important she was, I would tell her how brave she was to be in that dark place all those years and still be able to come out, I would tell her she was worthy of respect and value, that she never had to be scared to speak up again and I was setting her free. I realized that little girl was me.It may sound silly but believe me when I realized that little girl in my heart was me, I realized I really did deserve all those things too.. I started asking for help, I found a counsellor I could trust and I took CBT and RBT courses to learn how to change, I joined a forum like this where I could find people like me, who wouldn't judge me that I could talk to freely without fear and I learned how I could think about myself in a good way, The more I learned the stronger and prouder of myself I became, I didn't care what other people thought about me anymore and I started to become confident about myself and to let myself be happy, and to know I deserved to be happy. That I didn't have to be afraid to speak my mind.I needed pills for the first while to help me but I didn't need them forever, I eventually became strong enough to do it myself without pills.You deserve to be happy and feel strong and beautiful, don't let anyone tell you different including yourself. I hope you realize how brave you were to go into hospital and try to get help, to reach out, maybe your little girl is reaching out for you too hun. You take care of her, you promise to take good care of her so she can become the beautiful, strong, courageous young woman you are. This really did work for me, but it took me untill I was almost 30 to figure it out by myself, I had no support. You have already taken the first steps, you reached out here and you sought medical help as well. You may have a friend you can trust or a family member you can reach out to. If your scared hold you little girls hand and give the strength. Sorry this is so long but I hope you can try this and make that choice to get healthy and happy no matter how hard you have to work for it.Huge hugs for you, hope your feeling better tommorrow lost girl""",,Lurking
51,2013-12-29 17:27:00,lostgirl19,"b""Thanks so much for your messages. I've been in a real state and it was so nice to get such lovely messages through. Thank you V, I do definitely struggle a bit more at evenings. I feel so frustrated that i've had to discharge myself but I think it was for the best. I have to protect myself. I can't be made to feel worse.Thank you Gajolene I can relate to a lot of what you have said. Thanks so much. I guess i'm just very weak atm and useless. I hope I get to the place that you did someday xxxx""",,Sleepy
52,2013-12-29 17:44:00,lostgirl19,"b""This is it for me though now i've messed up big time I will be dead soon i'm certain of it""",,Sleepy
53,2013-12-29 17:52:00,BlueGlass,b'Why do you think you have messed it up? Are you regretting getting discharged? You have control over whether you die or not. So keep alive. xxxxx',,None
54,2013-12-29 17:55:00,lostgirl19,"b""Hi BlueGlass thanks for your reply, not really no I saw no other option. But it's made me feel very stuck and like I can't see my GP Tuesday and I can't see CMHT tomorrow. Thanks I know it's silly but I feel out of control.xxxx""",,Sleepy
55,2013-12-29 18:05:00,BlueGlass,b'Am sure it was the right decision as you know you best. It is not silly at all. Keep yourself safe. When can you next see someone?xxxxx',,None
56,2013-12-29 18:08:00,lostgirl19,"b""Thanks BG. Meant to see GP Tuesday which I think i'll have to cancel. And i'm meant to be going to a housing appt tomorrow with the CMHT manager but think i'll have to cancel that too. And I don't know how to keep myself safe. I have no strength left.  :'( xxxx""",,Sleepy
57,2013-12-29 18:13:00,Kerome,"b""You do have control you know lost. You're obviously still going through a difficult time, but you'll arrive at a point sometime when you realise you have options, things will steady and you'll be out the other side. I really liked Gajolenes post about negative self talk, it's worth re-reading """,,Doh
58,2013-12-29 18:14:00,BlueGlass,"b""I think you are very strong, you just don't know it. You really need to go to these apps. Yes it may be really hard but you need to force yourself as it will help you in the long term. If you don't go to the apps soon you will just be feeling very low for longer. You need to get out of your house, as you say it is a bad environment for your recovery and seeing the doc always makes you feel better. Push yourself, it will be worth a million fold in the end. xxxxx""",,None
59,2013-12-29 18:22:00,deadchick07,"b'why are you cancelling these appointments? You are merely sabotaging any positivity there may be for you in your future? You are also risking being discharged from everything if you keep proving you dont want or need the input. Please keep the appointments, they are for your benefit x'",,Tired
60,2013-12-29 18:44:00,lostgirl19,"b""thanks for all your kind words but i'm very weak at the moment I obviously don't want a life and therefore don't deserve one as for services well i may as well have never been under them""",,Sleepy
61,2013-12-29 18:55:00,Kerome,"b""If you're feeling weak, then perhaps you should look into what makes you feel stronger? You can't go on cancelling the appointments when they are your route out of a bad living situation, to more independence and help from services? Maybe I'm not understanding but I thought that was what you wanted? Building a little strength seems like a good thing to do.""",,Doh
62,2013-12-29 18:59:00,MarlieeB,"b""Ok LG. You have discharged yourself so lets try to figure out something to keep you safe yeah In regards of the housing, do you feel it will make you feel better moving? I know its differcult living with your parents, trust me i know how hard it is, upto a couple of months ago i was with mine, sucks doesn't it. If you feel you will get better and trust me you WILL you need to go to that appointment. You should in my opinion go to your GP's appointment. She's a lovely supportive GP from what you have said so please, please go there with her.If i could i would go with you and i really mean that. There are so many people on here who care for you and we all want to support you the best we can but we can only do so much (not meant to be a dig or make you feel bad)Please, please stay safe hunnySarah xxx""",,Sad
63,2013-12-29 19:30:00,voyager,"b""(((((((Lost Girl))))))) I'm still here for you lovey, I can see where you're coming from with wanting to be discharged from services, so you can stop worrying about what you need to say to them and put your energies into making life better for yourself!You are stronger than you think Lost Girl, I know you are sweetie!!oxoxoxoxo""",,Angelic
64,2013-12-29 19:53:00,MarlieeB,b'How are you feeling now hunny? Xxx',,Sad
65,2013-12-29 22:27:00,lostgirl19,"b""Thank you all. Thought i'd get an early night tonight so I went to sleep early. Not long woke up though and I just feel awful.  i'm scared. I want this all to end. Now. I just can't keep fighting anymore and no one understands me and i'm just not meant to be in this world. I have messed up yet again. Thing is I don't even regret it I feel like I had to do it but other people won't see it like that. I have nothing and no one now.""",,Sleepy
66,2013-12-29 22:39:00,lostgirl19,"b""I think I have to give in it's the only way I need my head to shut up""",,Sleepy
67,2013-12-29 23:01:00,lostgirl19,"b""I don't want to wake up tomorrow :'(""",,Sleepy
68,2013-12-29 23:46:00,lostgirl19,"b""lost cause that's all I am everyone else knows that too only way out for me is to die need proper plans that will work this time just really didn't want it to have to be this way but it does no other way""",,Sleepy
69,2013-12-29 23:52:00,BlueGlass,"b'You are not a lost cause at all, you have all these opportunities this week with moving house. So why not see how you feel when you have moved?xxx'",,None
70,2013-12-29 23:54:00,keepsafe,"b'Not the only way, lots of people care about you - can you see that here? I am sure lots of people care about you in real life too.Don;t give in to those impulses, please go with your doc and see what can be better around the corner.KSxxxxxxxxxxxxxxxxx'",,Angelic
71,2013-12-29 23:55:00,voyager,"b""I certainly don't think that the only way out is for you to die! That is the last thing you need to do in my mind. I know everything is really bad for you, have you got some meds sweetie? sorry to mention meds again. xx""",lostgirl19,Angelic
72,2013-12-30 00:01:00,lostgirl19,"b""Thanks BG it's not going to be an immediate thing though unless I want to end up in a B&B miles away... the plan was supported housing but I've gone off that idea now. I think I need to go the privately rented route but it makes things complicated as I need to start claiming ESA and obviously I need help with that by asking for sick notes/letters or whatever from the GP which I don't feel able to do so I feel i'm going to have to ask a random GP to do it for me! Because of me struggling to disengage I will probably struggle to get help with housing and benefits. I probably don't deserve them anyway. I was meant to be seeing the housing officer with the CMHT manager tomorrow but I don't want to see him after i've discharged myself from crisis. I can't face it. And I don't even think I want supported housing now. It's clear that would be the wrong option for me. There so much stres involved with it and I think once i've moved it will have been worth it but I just don't think I can cope with it all. I don't know what to do Thank you KS I just don't think I can i'm so weak and everyone hates me and no one understands me. I really appreciate people who try to help and support me on here though and at least that is something.  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""",,Sleepy
73,2013-12-30 00:02:00,lostgirl19,"b""Thanks V.  i'm scared. I haven't no xxxx""",,Sleepy
74,2013-12-30 00:16:00,BlueGlass,"b""Sorry, I can't take any info in at the moment, but I am not ignoring you. hugsxxxxx""",,None
75,2013-12-30 00:17:00,lostgirl19,b' My head is an actual mess',,Sleepy
76,2013-12-30 00:17:00,lostgirl19,"b""That's okay BG thank you anyway  xxxx""",,Sleepy
77,2013-12-30 00:28:00,voyager,"b""I'm going to bed in a minute LG, I'm full of a cold, I hope,to speak to you tomorrow, please look after yourself and I do care about you, you know, you are precious xoxoxoxoxoxox""",,Angelic
78,2013-12-30 00:48:00,lostgirl19,"b""Sorry to hear your full of cold hope you're better soon  Thank you V  I will try call Sams or someone hopefully that will help to get me through :/ Hope you have a good sleep xxxx""",,Sleepy
79,2013-12-30 00:58:00,voyager,"b""Thanks LG, I hope you get someone understanding at the SAMs, I used to ring them all the time, if I didn't like someone I just put the phone down and tried another branch, lol. Good night xx""",,Angelic
80,2013-12-30 00:59:00,lostgirl19,"b""I do the same, lol! I know they can't really help much but sometimes I just need to get it out of my system I guess. Night night V x x x x""",,Sleepy
81,2013-12-30 10:42:00,lostgirl19,"b""I'm meant to have my housing appt later with the housing officer and the CMHT manager I just tried to cancel it but the housing officer made me realise I will just hold everything up more by doing that I am worried the CMHT manager wont turn up, or will turn up but me annoyed with me cause of me discharging myself from the Crisis Team. I hope he isn't. I've been told by the housing officer that a lot of places for supported housing wont accept me if I continue to disengage so I will need to be in high levels of supported housing. I can't imagine anything worse. I am dreading this appt later. I don't see the point in it if i'm going to be dead soon. I'm also worrying about my GP appt tomorrow. I just don't think I can face seeing her having let her down again. I am withdrawing from the world I can feel it :'(""",,Sleepy
82,2013-12-30 10:45:00,lostgirl19,"b""Apparently I sounded really depressed and like I was disengaging on the phone. Even the housing officer realised that. I just feel so awful. Why can't I continue to put on an act""",,Sleepy
83,2013-12-30 10:47:00,BlueGlass,"b""Just go. It will be okay.  You have so many opportunities.  The future is bright for you, I know it even if you can't see it now.xxxxx""",,None
84,2013-12-30 10:48:00,MarlieeB,"b'Because you know deep down that this is what you need hunny.Hopefully both appointments, after you go to them will make you feel a little better.Just hang on there LG. I believe you can go to both the appointments.Xxxxxxx'",,Sad
85,2013-12-30 10:48:00,lostgirl19,b'But what if my CPN is annoyed with me for discharging myself from crisis and what if my doctor is too :/ its going to be so awkward. And thank you I hope so  xxxx',,Sleepy
86,2013-12-30 10:50:00,BlueGlass,b'They are not going to be annoyed with you if you go to your appointments. ',,None
87,2013-12-30 10:52:00,lostgirl19,"b""But i'm refusing help from the crisis team and i'm withdrawing from what feels like everything again I just don't know how to stop it from happening even if I turn up to this appt and turn up to my doctors appt that probably wont be good enough cause apparently I should be in hospital and if not then under the crisis team at least and obviously I messed that up :/""",,Sleepy
88,2013-12-30 10:52:00,voyager,"b""Your CPN should realise that you've not been well, that's all, just go through the motions that you have to, if you feel that way, and try not to disengage, at least you will be moving in the right direction sweetie. If you do this, things will get better IMO.  xox""",lostgirl19,Angelic
89,2013-12-30 10:55:00,bigron,b'lost girl do u need some company?',,Brooding
90,2013-12-30 10:55:00,lostgirl19,"b""Thanks V. It's just I last saw him Friday evening and things were looking up a bit then. Within such a short space of time i've disengaged again from the crisis team and I can't say that I have any intention in re-engaging with them. I don't think he'll understand. I am desperate to see my doctor tomorrow like i'm meant to but telling myself I can't cause of what i've done. I just want to go into hiding :'(  xxxx""",,Sleepy
91,2013-12-30 11:07:00,BlueGlass,"b'I think you should see your doc tomorrow, as at least you will be having some contact with support and so are engaging a bit. I think she will be understanding or how you are thinking and why you have made the choices you have done.x'",,None
92,2013-12-30 11:08:00,lostgirl19,"b""Thanks BG. I don't think she will though  She will be sick of me now xx""",,Sleepy
93,2013-12-30 11:10:00,BlueGlass,b'Has she said anything horrible to you before?',,None
94,2013-12-30 11:11:00,lostgirl19,"b""No. She is lovely. But she gets frustrated with me. She says it's only cause she cares and wants what's best for me etc :/""",,Sleepy
95,2013-12-30 11:15:00,voyager,"b""Hi honey bun, I just feel, although it's extremely difficult, you just have to keep engaging as it looks good from their point of view  and you will receive what you need more quickly. Just play the game, that's what I've done in the past, I switch off if there are people I don't like or don't like what they say, just try and let it to over the top of your head, but still be positive  Giving up is not an option as you are too special, please rate yourself as I think you are GREAT!!! Try and see though, that they are trying to help you at the same timeYou are only making it harder for yourself in the long run IMO, life is very difficult, extremely, for you at the moment. Please hang in there, let them help you get your own place if that's what you want. Don't let depression beat you, please! YOU ARE STRONGER THAN YOU THINK! You are strong willed, I know you are, please direct it in a positive way for yourself as you deserve better!There is the beauty of nature out there and lots of horses, dogs and cats, I know you love animals Take care LG xx""",lostgirl19,Angelic
96,2013-12-30 11:22:00,lostgirl19,"b""Thank you V you are soooo sweet  Yeah I do the same with people I don't like or people who say something I don't like...and that has led me to feel like I have to withdraw and disengage from everyone even the ones that I have good relationships with! I am so overly sensitive atm and I can't risk them continuing to make me feel worse. They have made it clear they don't care, well the crisis team have anyway. I just hope that I will still engage with my GP and CMHT but atm I really don't feel like that. And I've just been told I might have to go into high level supported housing :/ Can't imagine anything worse - I may as well be in hospital if that's the case! Ahh thank you V  xxxx""",,Sleepy
97,2013-12-30 11:52:00,Tiddle,"b""Probably be best if you cooperate with home treatment as they are the people keeping you out of hospital ( which is one of the things I think you were worried about). If your cpn/ others feel that you are a danger to yourself then you will have to go down the hospital route if you are not willing to engage with home treatment. They are there to stop you having to go to hospital. I am with them at the moment don't particularly like it but it has been made very clear to me that if I'm not willing to cooperate then hospital it is. Although if they allowed you to just discharge yourself then they must see that you have some strength and some coping skills even if you can't see it yourself at the mo. They may not seem that helpful to you but just go to the meetings, speak to them on the phone and you never know something good might come out of it.""",,None
98,2013-12-30 11:54:00,lostgirl19,"b""Thanks Tiddle. No they just know I charm myself out of being sectioned in the Mental Health Act assessments! They still keep trying to pressure me into hospital and use threats about it but then when it comes to me requesting discharge they do nothing. One minute they act like its really serious and the next they just leave me to it. They were making me feel worse so I had to disengage with them. I hope I will still keep engaging with CMHT and my doctor, although I doubt I will, and even so that won't be enough really. xx""",,Sleepy
99,2013-12-30 12:17:00,lostgirl19,b'Dreading this ',,Sleepy
100,2013-12-30 12:22:00,BlueGlass,"b""You have to go, you say you are going round in circles but that is coz you don't stick with anything long enough for it to have an effect. The services want to help you but there is only so much they can do.""",,None
101,2013-12-30 12:23:00,Tiddle,"b""Ok so what do you actually want to happen ? This is all that is available to you in terms of crisis care - have you been offered DBT ?( not sure where in uk you are so don't know if that is an option)You are saying that you don't want hospital, you don't want home treatment and you are saying that your gp and cmht isn't enough? Only problem with that is they can only offer you limited 9-5 access to help and you feel you need more which unfortunately is home treatment or hospital if you are saying that you want to hurt yourself. It is a whole frustrating system as I have and many others have discovered. What is that they are doing that makes you feel worse? Why not write it down and show them - you have nothing to lose and they may take in board what you say. Have they worked with you on any skills you could use when you are feeling like this and are in distress? If not we here on the forum could put up some suggestions for you to try as at the end of the day no one can make you feel better - it's got to come from you and that takes a huge amount of effort and willingness nobody denies that.""",,None
102,2013-12-30 12:27:00,lostgirl19,"b""Thank you I guess i'm just not capable and I obviously don't want to live enough""",,Sleepy
103,2013-12-30 12:32:00,BlueGlass,"b'Sorry of my posts seem a bit harsh, I just want the best for you. '",,None
104,2013-12-30 12:33:00,lostgirl19,"b""That's okay and thank you, I know everyone must be very frustrated with me and i'm sorry for that. I'm frustrated with myself too xx""",,Sleepy
105,2013-12-30 12:35:00,Tiddle,b'Do you want us here on the forum to just throw some ideas out there for you to try?',,None
106,2013-12-30 12:37:00,lostgirl19,"b""I would appreciate it but I don't want to waste people's time. I am so useless atm. So weak. I am dying I know I am xx""",,Sleepy
