source,date,title,description
Daily Mail,2019-03-05T11:19:00Z,Striking scans show lung cancer patient's tumours SHRINK because of CBD oil - Daily Mail,"Doctors at the Royal Stoke University Hospital treated the patient, who already survived a shave with prostate cancer 15 years ago. The tale was published in a medical journal."
Huffpost.com,2019-03-05T11:01:00Z,So THAT'S Why You Don't Feel Full After Eating Junk Food - HuffPost,You can eat an entire sleeve of Oreos or a bag of Hot Cheetos and still not feel satiated. It's because your body knows things your brain doesn't.
The Guardian (AU),2019-03-05T11:00:00Z,Revealed: AmazonSmile helps fund anti-vaccine groups - The Guardian,Amazon’s charity arm allows shoppers to donate to an organization of their choosing – including anti-vaccine groups
NBC News,2019-03-05T10:04:00Z,"An 'expensive lottery ticket': Freezing eggs offers women hope, but not everyone wins - NBCNews.com","Should I freeze my eggs? Some experts are raising concerns that assisted reproductive technology, while evolving, may not be keeping up with patients’ expectations."
Ajc.com,2019-03-05T10:00:29Z,Alzheimer’s grows sharply in Georgia — and faster than national average - Atlanta Journal Constitution,"Georgia's growth in Alzheimer's deaths far outpaces nation's, according to new study"
Npr.org,2019-03-05T10:00:00Z,Arizona Considers Expanding Exemptions For School Vaccines : Shots - Health News - NPR,"Against the advice and pleas from doctors and medical associations, some Arizona lawmakers are pushing bills that would make it easier for parents to get exemptions for their kids from vaccinations."
Washingtonexaminer.com,2019-03-05T05:01:00Z,Suicides and substance abuse-related deaths hit a record high in 2017 - Washington Examiner,"Suicides and drug- and alcohol-related deaths are rising and together hit an all-time high in 2017, according to a new report published Tuesday that concludes that people struggling with mental illness lack mental healthcare and related resources."
Ksl.com,2019-03-05T04:05:08Z,Utah researchers identify potential treatment for pancreatic cancer - KSL.com,Researchers at the Huntsman Cancer Institute in Utah have identified a possible treatment for pancreatic cancer that could prolong life and provide a better quality of life in the end stages of the often fatal disease.
Cbs58.com,2019-03-05T02:23:00Z,Brookfield man with measles charged for breaking in-home quarantine order - WDJT,"WAUKESHA, Wis. (CBS 58) -- A Brookfield man is facing charges for leaving his house.
Waukesha officials say he was infected with measles and put people at risk.
Jeffrey Murawski was ordered to be in quarant"
6abc.com,2019-03-05T00:42:48Z,More students test positive for mumps at Temple University - WPVI-TV,More students have tested positive for mumps on the campus of Temple University.
Npr.org,2019-03-05T00:41:00Z,FDA Expected To Approve Esketamine Nasal Spray For Depression - NPR,"The Food and Drug Administration is expected to approve a new type of drug for depression. It is esketamine, a chemical cousin of the anesthetic and party drug ketamine."
Mprnews.org,2019-03-05T00:12:54Z,Is your child an orchid or a dandelion? Unlocking the science of sensitive kids - MPR News,"Some kids seem resilient from the start -- readily able, like dandelions, to cope with stress and adversity. But pediatrician Thomas Boyce says biologically reactive kids need more support to thrive."
Abc13.com,2019-03-05T00:00:00Z,Galveston Co. reports 1st flu-related death of 2019 season - KTRK-TV,"The death last month, which is the county's first this season, focused on a patient who was being treated at a hospital for an existing condition since last October."
Cbslocal.com,2019-03-04T23:52:00Z,‘It’s A Major Health Issue’: Bed Bug Epidemic More Prevalent In Philadelphia Than Most Realize - CBS Philly,Bed bugs are more prevalent than many people realize and new research highlights why it’s important to eliminate infestations.
Abc15.com,2019-03-04T23:31:00Z,Chandler News Case of mumps confirmed at Hamilton High School abc15.com staff 4:31 PM - ABC15 Arizona,"A case of mumps has been confirmed at Hamilton High School, the Maricopa County Department of Public Health said Monday."
CNN,2019-03-04T23:30:00Z,"Dogs' raw meat diet could be dangerous to them and owners, study says - CNN",Feeding your dog a raw meat-based diet is seen by some owners as a healthier and more natural alternative to commercially available pet food.
Abc7.com,2019-03-04T22:45:29Z,"Stroke: How to spot the warning signs, symptoms - KABC-TV",Knowing how to spot the warning signs and symptoms of a stroke can make the difference between life and death.
Bgr.com,2019-03-04T22:38:00Z,"Scientists trained an AI to identify lung cancer, and now it’s as smart as a pathologist - BGR","As AI continues to permeate just about every aspect of our lives, we’re now beginning to see some serious advances in the ability of computer systems to diagnose various diseases. One of the …"
Cbslocal.com,2019-03-04T22:27:00Z,Doctors Stress Importance Of Knowing Warning Signs Of Stroke - WCCO | CBS Minnesota,Actor Luke Perry suffered what doctors call a massive stroke at his California home last Wednesday. He was hospitalized but never recovered.
Kwwl.com,2019-03-04T22:07:44Z,Experts supporting use of automatic monitors to measure blood pressure - kwwl.com,"Experts are supporting the use of automatic monitors to measure blood pressure, which uses a sensor inside the cuff and work with a press of a button. Experts are supporting the use of automatic monitors to measure blood pressure, which uses a sensor inside t…"
13wham.com,2019-03-04T22:07:00Z,Six dead from flu this season in Monroe County - 13WHAM-TV,"Rochester, N. Y. &ndash; The Monroe County Department of Health says six people have died this season from the flu. According to the latest flu surveillance data, the Health Department says two of those deaths are in the age range of 50-64. The remaining deat…"
Cosmosmagazine.com,2019-03-04T22:01:00Z,One more time with feeling: no link found between measles vax - Cosmos,"A study of 650,000 children finds immunisation has no influence on the condition. Andrew Masterson reports."
13wham.com,2019-03-04T21:52:00Z,"Luke Perry's death raises awareness of stroke signs, ways to reduce risk - 13WHAM-TV","Rochester, N. Y. /Los Angeles &ndash; Days after suffering a massive stroke, actor Luke Perry died Monday at the age of 52. Perry&rsquo;s death is raising awareness about the signs of stroke and ways to reduce risk. A stroke is caused when a blood vessel in t…"
NBC News,2019-03-04T21:48:52Z,"Stroke recovery: Obesity may improve odds of survival, study finds - NBCNews.com","What causes stroke? Although obesity is a risk factor for heart disease and stroke, being obese may protect against stroke death, a new study finds."
Wcax.com,2019-03-04T21:47:06Z,Vermont child dies from the flu - WCAX,A Vermont child has died from the flu. What the Health Department says parents need to know.
Wnep.com,2019-03-04T21:34:00Z,Researchers Using Geisinger MyCode Database to Study Sudden Cardiac Death - WNEP Scranton/Wilkes-Barre,"MAHONING TOWNSHIP, Pa. -- When it comes to genetic research, Geisinger's MyCode initiative has one of the largest databases in the world.

That is one of the reasons Geisinger was awarded millions to research sudden cardiac death.

People come to Geisinger …"
Norwalkreflector.com,2019-03-04T21:08:16Z,NHS senior 'very excited' to share vaccine story with Senate - Norwalk Reflector,"Norwalk&rsquo;s Ethan Lindenberger is scheduled to&nbsp;testify Tuesday in front of Senate Committee on Health, Education, Labor and Pensions in Washington."
Marketwatch.com,2019-03-04T20:20:00Z,People in states where marijuana is legal are eating more cookies and ice cream - MarketWatch,Researchers look into the price of cannabis-induced cravings.
Hivplusmag.com,2019-03-04T20:04:17Z,Officials Encourage Non-Daily PrEP Strategy For Low-Risk People - HivPlusMag.com,"The 2-1-1 strategy calls for two pills a couple hours before having sex, then one pill 24 hours later, and then one final pill."
Ksl.com,2019-03-04T19:56:13Z,"Not even a social media star can make kids eat their veggies, study says - KSL.com","Social media influencers -- bloggers, streamers and posters with millions of followers online -- can inspire children to eat junk food, but when it comes to healthy food, their spell over youth no longer works, according to a new study."
Mprnews.org,2019-03-04T19:53:51Z,The unintended benefits of vaccines - MPR News,"For decades, scientists have observed an extraordinarily positive side effect among children who received the measles vaccine. Researchers are now finding that other vaccines confer added protections."
CNN,2019-03-04T19:45:00Z,"Ebola treatment center in Congo reopens after attack, but without Doctors Without Borders - CNN",Two attacks on Ebola treatment centers at the epicenter of the outbreak in the Democratic Republic of Congo have forced Doctors Without Borders to put some of its humanitarian efforts on hold.
Sciencedaily.com,2019-03-04T19:36:54Z,"Chemical pollutants in the home degrade fertility in both men and dogs, study finds - Science Daily",New research suggests that environmental contaminants found in the home and diet have the same adverse effects on male fertility in both humans and in domestic dogs.
Wibw.com,2019-03-04T18:17:09Z,"Zombie deer disease found in over 10% of tested deer, KDWPT says - WIBW","More than 10% of the deer tested for the so-called 'zombie deer disease' this year have come back positive, according to the Kansas Dept. of Wildlife, Parks, and Tourism."
Boingboing.net,2019-03-04T17:34:00Z,"""Catching up"" on lost sleep may actually do more harm than good - Boing Boing","""Catching up"" on lost sleep may actually do more harm than good"
Komonews.com,2019-03-04T17:25:25Z,"Child's dentist makes ""life saving"" find during routine cleaning - KOMO News","EVERETT, Wash. -- Five-year-old Hunter Jones is getting ready for a dentist appointment. First, she needs to put the final touches on a card, with a heartfelt message for her dentist. ""I writed 'I love you,' "" Hunter said. Even Hunter's parents are feeling an…"
Abc15.com,2019-03-04T17:21:00Z,Lifestyle Why 'mushroom coffee' is the latest health craze rising in popularity Tory Dunnan 10:21 - ABC15 Arizona,"""Mushroom coffee"" is gaining popularity for its health benefits. Some physicians claim the exotic cup of joe can help you with various ailments."
Medical News Today,2019-03-04T17:01:21Z,How do oral bacteria make colorectal cancer more aggressive? - Medical News Today,The common oral bacterium F. nucleatum hastens the aggressiveness of colorectal cancer by promoting the growth of cells that are already cancerous.
Aol.co.uk,2019-03-04T16:50:00Z,Your genes may determine whether or not you have a happy marriage - AOL UK,"Your relationship success (or lack of it) could all be down to your genes, according to new research. Scientists have discovered a ""happy marriage"" gene that's linked to"
Ajc.com,2019-03-04T16:07:30Z,UPDATE: Case of tuberculosis confirmed at Gwinnett high school - Atlanta Journal Constitution,A case of tuberculosis has been confirmed at a Gwinnett County high school.
Phys.org,2019-03-04T16:00:48Z,Superhydrides approach room temperature superconductivity at high pressure - Phys.org,"Theory suggests that metallic hydrogen should be a superconductor at room temperature; however, this material has yet to be produced in the lab. Metal superhydrides are packed with hydrogen atoms in a configuration similar to the structure of metallic hydroge…"
Nypost.com,2019-03-04T15:10:00Z,Sleep apnea and snoring linked to Alzheimer's disease: study - New York Post ,Maybe it’s time to cut your buzzsaw spouse a break. Heavy snorers may have higher accumulations of the toxic protein tau — a bio-hallmark of Alzheimer’s disease — in the part of the brain tha…
Seekingalpha.com,2019-03-04T13:36:00Z,Dialysis providers down premarket on potential new U.S. payment plan - Seeking Alpha,DaVita (NYSE:DVA) (-4%) and Fresenius Medical Care (NYSE:FMS) (-3%) are both in the red premarket in apparent response to the news that the Trump administration is working on a new payment approach fo
News5cleveland.com,2019-03-04T13:04:00Z,Local vet warns about pets and essential oil diffusers - News 5 Cleveland,Warning from local vet about pets and essential oil diffusers
Phys.org,2019-03-04T10:23:04Z,Long-lived parents produce better quality offspring - Phys.org,Genetic manipulation that more than doubles lifespan also leads to better offspring—according to new collaborative research from the University of East Anglia and Uppsala University.
Khn.org,2019-03-04T10:00:00Z,Big Pharma Gave Money To Patient Advocacy Groups Opposing Medicare Changes - Kaiser Health News,A KHN database shows that $58 million flowed from drugmakers to patient groups running national ads.
Business Insider,2019-03-04T09:00:00Z,5 animals that have the most extreme sex in the animal kingdom - Business Insider,"From exploding honeybee testicles to barnacle penises ten times their body size, here are some of the most extreme sex lives in the animal kingdom."
Al Jazeera English,2019-03-04T07:22:00Z,Ebola defence: South Sudan steps up border checks - Aljazeera.com,Al Jazeera reports from South Sudan's first line of defence against the latest outbreak.
Valleynewslive.com,2019-03-04T06:58:42Z,Don't ignore heart attack symptoms while traveling - Valley News Live,It's important not to ignore heart attack symptoms while you are traveling.
Associated Press,2019-03-04T06:22:45Z,New techniques let scientists zero in on individual cells - The Associated Press,NEW YORK (AP) — Did you hear what happened when Bill Gates walked into a bar? Everybody there immediately became millionaires — on average. That joke about a very rich man is an old one...
Ksl.com,2019-03-04T05:06:41Z,Newly discovered Alzheimer's genes further hope for future treatments - KSL.com,"An analysis of the genetic makeup of more than 94,000 people in the United States and Europe with clinically diagnosed Alzheimer's led to the discovery of four new genetic variants that increase risk for the neurodegenerative disease."
Fox2detroit.com,2019-03-04T03:53:00Z,"Jessica Starr's husband opens up about her suicide, eye surgery complications - Fox 2 Detroit","It's been more than two months since Jessica Starr ended her own life. For the family of Jessica, the grieving process is only just started."
BBC News,2019-03-04T03:50:05Z,Why are BAME girls less likely to get the HPV jab? - BBC News,"The vaccine stops infection with the Human Papilloma Virus, which causes over 99% of cervical cancers"
Traveller.com.au,2019-03-04T01:20:17Z,Plane passenger charges obese man $212 for taking up part of his seat - Traveller,A US passenger has sparked debate over whether he was right to charge an obese passenger $212 for taking up part of his seat.
ABC News,2019-03-04T00:52:21Z,"'90210' star Luke Perry dies after a massive stroke: What to know about stroke symptoms, prevention and more - ABC News",Perry leaves behind two children after his death at age 52.
Wthitv.com,2019-03-04T00:39:00Z,Blood pressure medication recall expands again to include losartan - WTHITV.com,The recall is due to an
Wcpo.com,2019-03-03T17:29:00Z,"National You can't 'recover' lost sleep on weekends, new study says Newsy 12:29 PM - WCPO",Think extra sleep on the weekends makes up for losing it during the week? Think again.
Kwtx.com,2019-03-03T17:26:15Z,Nearly 200 immigrants in Texas detention facilities have mumps - KWTX,The Texas Department of State Health Services says 178 detainees had confirmed cases of mumps as of Feb. 21. Texas detention centers account for 76 percent of mumps cases at such facilities nationwide.
Kimatv.com,2019-03-03T16:39:03Z,Measles count climbs to 70 - KIMA CBS 29,"VANCOUVER, Wash. &ndash; Health officials have confirmed another two cases of measles in Clark County on Saturday.  The count for the measles is now at 70 confirmed cases and there are currently no suspect cases. Clark County Public Health also identified The…"
Shape.com,2019-03-03T13:00:47Z,What One Woman Wishes She'd Known at the Height of Her Eating Disorder - Shape Magazine,Minna Lee wishes she could show her former self what she knows now.
