source,date,title,description
Adweek.com,2019-03-05T18:59:04Z,Everything You Need to Know About the Big Experiential Activations at SXSW 2019 - Adweek,"Netflix, Amazon, HBO, Uber Eats and more."
Mashable,2019-03-05T18:20:00Z,Every Detail the New 'Game of Thrones' Trailer Reveals About Season 8 - Mashable India,Why is Cersei the only one who looks happy?
Consequenceofsound.net,2019-03-05T16:27:00Z,"The National announce new album, I Am Easy to Find, and Mike Mills-directed film - Consequence of Sound","Listen to the album’s first single, “You Had Your Soul With You”, and watch the film’s trailer. Plus, the band has announced new tour dates."
The New York Times,2019-03-05T15:54:29Z,"What to Know About the Pritzker Prize, Called the Nobel of Architecture - The New York Times","As the 46th Pritzker Prize winner is announced, we explain why the award is considered architecture’s highest honor."
Abc13.com,2019-03-05T12:41:48Z,Bizarre cheese throwing challenge draws controversy - KTRK-TV,If you've been on social media over the past few days you've likely seen a very bizarre video or two involving adults tossing slices of cheese at their unsuspecting babies.
Newser.com,2019-03-05T11:56:00Z,"After Singer's Death, Woman Shares Best Prodigy Story - Newser",It involves her husband grabbing the wrong music tape before she gave birth
Qz.com,2019-03-05T02:31:43Z,"HBO's ""Leaving Neverland"" leaves no doubt about Michael Jackson - Quartz","It's too early to know what Jackson's legacy will ultimately be, but after this HBO documentary, it won't be the same."
CNN,2019-03-05T01:06:00Z,Netflix vs. Steven Spielberg is a battle over the future of the movie experience - CNN,"Netflix wants to change how you watch movies. Steven Spielberg wants to preserve the theatrical experience. Those two points of view are clashing, with Netflix pushing back against a plan that Spielberg reportedly has to create rules that could block the stre…"
Thetimes.co.uk,2019-03-05T00:01:00Z,"Tributes to Prodigy's Keith Flint, who 'took his own life' aged 49 - The Times","Giants of the electronic music world yesterday paid tribute to one of its most influential figures who, according to a fellow band member, killed himself at the weekend. Keith Flint, frontman of..."
Youtube.com,2019-03-04T23:00:08Z,Wendy Williams Addresses Marriage Rumors During Talk Show Return - Entertainment Tonight,The 54-year-old TV personality is back after an extended break from 'The Wendy Williams Show' after managing her health complications. Exclusives from #ETonl...
Justjared.com,2019-03-03T21:49:15Z,Katy Perry Shows Off Her New Engagement Ring While Running Errands in Beverly Hills - Just Jared,See more inside!
