source,date,title,description
Ars Technica,2019-03-06T17:40:00Z,Democrats' net neutrality bill would fully restore Obama-era FCC rules - Ars Technica,Democrats' bill has good chance in House but faces tough odds in Senate.
Newser.com,2019-03-06T17:10:00Z,"Jerry Merryman, Co-Inventor of Hand-Held Electronic Calculator for Texas Instruments, Has Died - Newser",Jerry Merryman helped invent the hand-held electronic calculator at Texas Instruments
Thestreet.com,2019-03-06T17:04:00Z,"Dow Falls as Investors Eye Details From Trade Talks, Oil Prices Tumble - TheStreet",The Dow Jones Industrial Average falls as details over the trade talks between the U.S. and China are awaited and oil prices tumble....JNJ
USA Today,2019-03-06T17:02:00Z,The wallet as you know it may be dying - USA TODAY,"You grab your keys, smartphone and your wallet when you leave the house. It may not be such a disaster to leave the wallet and keys behind."
Fox News,2019-03-06T16:58:59Z,Taco Bell employees seen beating up customers after allegedly complaining about long wait for tacos - Fox News,A fight broke out between Taco Bell employees and customers outside of the fast food restaurant in the Center City district of Philadelphia last week.
Fiercepharma.com,2019-03-06T16:30:00Z,Activist Starboard steps up revolt on Bristol-Celgene merger—and BMS strikes back - FiercePharma,BMS responded to Starboard Value's attempt to scuttle its $74 billion acquisition of Celgene with 46 pages laying out its reasoning for the deal.
Investing.com,2019-03-06T16:29:00Z,"Wall Street slips, investors await fresh cues on trade - Investing.com","Indexes decline for third day as healthcare, energy fall"
Foxbusiness.com,2019-03-06T16:28:37Z,"Amazon, Google face digital taxes from growing list of countries - Fox Business",The French government on Wednesday introduced a 3 percent tax aimed at the revenues of large technology companies.
Thedrive.com,2019-03-06T16:16:09Z,5 Cars You've Never Heard Of at the Geneva Motor Show - The Drive,Unless you’re familiar with the likes of a Fornasari Gigi GT311?
Abc7.com,2019-03-06T15:52:10Z,Chick-fil-A offering fish sandwich for Lent - KABC-TV,Wondering how you can enjoy Chick-fil-A throughout Lent? Don't worry! They're bringing back the pescatarian version of its famous sandwich.
Oilprice.com,2019-03-06T15:43:08Z,Oil Falls After EIA Reports Large Crude Build | OilPrice.com - OilPrice.com,Oil prices continued to fall on Wednesday morning after the EIA confirmed a large build in crude oil inventories
The New York Times,2019-03-06T15:43:03Z,Carlos Ghosn Is Out of Jail. What Happens Next? - The New York Times,Statistics on convictions indicate that the odds are against Mr. Ghosn in his trial.
CBS News,2019-03-06T15:39:00Z,"Georgia woman reads fine print on travel insurance policy from Florida-based company, Squaremouth, wins $10,000 in hidden contest - CBS News","Donelan Andrews says as nerdy as it sounds, she always reads the fine print – and this time it paid off"
Associated Press,2019-03-06T15:31:00Z,"iPhone sales are falling, and Apple's app fees might be next - The Associated Press","SAN FRANCISCO (AP) — Last year, every time someone paid $11 for Netflix through an iPhone app, Apple pocketed as much as $3.30. Multiply that by every charge made through iPhone apps and you can..."
Npr.org,2019-03-06T15:30:00Z,Oregon Wineries Make Wine Out Of Grapes Rejected For Smoke Taint : The Salt - NPR,"After the Klondike Fire, some growers were hit with canceled orders. So wineries launched the Oregon Solidarity project, making wine with rejected grapes and paying full value for the harvest."
Investors.com,2019-03-06T15:11:15Z,Stocks Fade; This Dow Jones Stock Gets FDA Lift - Investor's Business Daily,
Businesswire.com,2019-03-06T15:00:00Z,MoviePass™ and MoviePass Films Announce New Strategic Direction - Business Wire,MoviePass(TM) and MoviePass Films announce new strategic direction.
Marketwatch.com,2019-03-06T14:55:00Z,"Micron's stock sinks again to pace chip losers as DRAM, NAND pricing concerns continue - MarketWatch",
CNN,2019-03-06T14:49:23Z,Cruisers' choice: Best cruise ships of 2019 - CNN,"Viking Ocean Cruises, established in 2015, racks up 10 first-place awards from Cruise Critic in the ninth annual Cruisers' Choice Awards. Find out what other cruise lines did well."
Investorplace.com,2019-03-06T14:26:39Z,"Wednesday’s Vital Data: Aurora Cannabis, Ford and CVS - Investorplace.com","Options trading was buzzing in Aurora Cannabis, Ford, and CVS on Tuesday. Here are the metrics that matter moving forward."
Fox News,2019-03-06T14:15:09Z,Air Canada pilot orders 23 pizzas for passengers stuck on grounded plane - Fox News,Not all heroes wear capes.
Bitcoinist.com,2019-03-06T14:07:00Z,Is Goldman Sachs Gearing Up For Crypto Hires? - Bitcoinist,Goldman Sachs has announced a new company-wide 'flexible' dress code to reflect the changing nature of its workplaces.
Investors.com,2019-03-06T14:00:24Z,Crude Oil Prices Fall On Oversupply Fears As Exxon Mobil Boosts Spending - Investor's Business Daily,Crude oil prices fell as U.S. oil data showed swelling crude supplies while Exxon Mobil announced plans to boost capital spending.
Business Insider,2019-03-06T13:56:40Z,Aon is abandoning its $24 billion takeover attempt of Willis Towers - Business Insider,"Aon is abandoning its $24 billion takeover attempt of Willis Towers Watson (AON, WLTW)"
Khn.org,2019-03-06T13:28:23Z,"Wednesday, March 6, 2019 - Kaiser Health News",Visit the post for more.
CNBC,2019-03-06T13:15:11Z,"Private payrolls up 183,000, but Moody's economist says jobs may have peaked - CNBC","Job creation at the company level cooled in February after a sizzling start to 2019, according to a report from ADP and Moody's Analytics."
Reuters,2019-03-06T12:12:00Z,'We need it now': U.S. farm country pins hopes on China trade deal - Reuters,"Corn and soybean farmer Lorenda Overman from North Carolina has been selling her crops at a loss and delaying paychecks to her workers since the U.S. trade war with China tanked agriculture prices, and her farm’s debt recently topped $2 million."
Kcrg.com,2019-03-06T12:03:01Z,"Kohl's shrinking stores, leasing space to Planet Fitness - KCRG",Kohl's is partnering up with gyms.
Post-gazette.com,2019-03-06T11:45:00Z,Kraft Heinz launches 2 new sauces: Mayocue and Mayomust - Pittsburgh Post-Gazette,The mayo-barbecue and mayo-mustard sauces follow the footsteps of Mayochup.
Dexerto.com,2019-03-06T09:58:59Z,Elon Musk embraces new meme as Dwayne 'The Rock' Johnson - Dexerto.com,The new 'memelord' is embracing his title.
Benzinga.com,2019-03-06T09:37:00Z,"10 Stocks To Watch For March 6, 2019 - Benzinga","Some of the stocks that may grab investor focus today are:

Wall Street expects Abercrombie & Fitch Co.  (NYSE: ANF) to report quarterly earnings at $1.15 per share on revenue..."
Journalgazette.net,2019-03-06T06:04:52Z,Papa John's reaches settlement with founder | Business | Journal Gazette - Fort Wayne Journal Gazette,
Huffpost.com,2019-03-06T03:17:00Z,FDA Confirms Asbestos In Claire’s And Justice Makeup Products - HuffPost,"Claire's, a retailer designed for tweens, denied the FDA's report and accused the agency of mischaracterizing its cosmetics."
Triblive.com,2019-03-06T03:08:37Z,GM's job cuts in Ohio show hot economy leaves parts of America behind - Tribune-Review,"LORDSTOWN, Ohio — Scott Mezzapeso had to do something last month he never imagined: call his ex-wife and warn her that he might not be able to pay child support on time. Mezzapeso has a tattoo of his daughter on his left arm and rarely misses her high school …"
Wkyt.com,2019-03-06T01:27:49Z,Dean resigns over school's choice to not allow Chick-Fil-A - WKYT,A dean at a New Jersey university has resigned from her position over the school's decision to not consider bringing Chick-fil-A to campus because of its opposition to the LGBT community.
CBS News,2019-03-06T01:20:00Z,Southwest Airlines CEO says airline is losing millions weekly due to mechanics issues - CBS News,Southwest Airlines says it is losing millions of dollars due to recent maintenance problems
Vegnews.com,2019-03-06T00:12:45Z,Ariana Grande Sparks Twitter War by Promoting Egg-Filled Starbucks Drink - VegNews,"The purportedly vegan singer is the ambassador for Starbucks’ newest beverage, the Cloud Macchiato, which contains cream, butter, milk, and eggs."
Boston.com,2019-03-05T22:20:47Z,Jury awards nearly $17 million to woman injured at Walmart - Boston.com,The verdict was issued Monday.
Youtube.com,2019-03-05T22:18:51Z,Clues Revealed About South Carolina Mega Millions Winner - Inside Edition,"It's the question at the top of everyone's minds: Who won the $1.5 billion Mega Millions lottery prize? After months of mystery following the drawing, it was..."
Barrons.com,2019-03-05T18:05:00Z,Salesforce.com Co-CEO Says Company Has ‘a Lot of Runway’ - Barron's,"The software-as-a-service company is on a multiyear revenue path “unrivaled among its growth peers,” says one analyst."
Retailcustomerexperience.com,2019-03-05T17:29:38Z,Target CEO: Earnings prove strategy is working; fulfillment is our friend - Retail Customer Experience,"Target CEO Brian Cornell said investments over the past two years are paying off, new small formats are being well received and its fulfillment approach is connecting with the consumer."
Occrp.org,2019-03-05T17:04:00Z,UK Struggling with Money Laundering Measures - OCCRP,"The same day the OCCRP revealed new evidence of the global extent of money laundering networks, the UK government dropped a scheduled debate on an amendment to the Financial Services Bill which would force greater transparency into the use of crown dependenci…"
ABC News,2019-03-05T17:02:17Z,Counterterror police examine 3 explosive devices in London - ABC News,
Barrons.com,2019-03-05T16:57:00Z,The Dow Bounces Back Because No Trade News Is Good News — for Now - Barron's,"Stocks had worked their way back from morning lows on Tuesday, although they weren’t doing much more than that as midday approached."
CBS News,2019-03-05T16:54:00Z,"Norwegian cruise ship: Passengers injured after ""extreme"" wind hits ship - CBS News","Norwegian said a sudden, extreme gust of wind caused the ship to list"
Mauinews.com,2019-03-05T16:36:39Z,"Destination Maui | News, Sports, Jobs - Maui News","Southwest Airlines will begin its service to Maui on April 7 with a flight from Oakland International Airport to Kahului Airport, the airline announced on Monda"
Variety.com,2019-03-05T15:30:00Z,"HBO, Turner Shakeups Foreshadow More Disruption as AT&T Asserts Control - Variety",AT&T’s plans to reorganize WarnerMedia had been expected for months. But the telecom parent’s aggressive moves to shake up the media giant’s senior management ranks and begin consolidatin…
Ketv.com,2019-03-05T14:49:00Z,Birth control recalled over packaging error - KETV Omaha,Important recall information!
Kitv.com,2019-03-05T08:48:00Z,Some travelers excited about $29 one-way Southwest Airlines ticket to neighbor islands - KITV Honolulu,"The long awaited airline's arrival is here, and now, you can officially book Southwest flights to and from Hawaii."
