source,date,title,description
Localnews8.com,2019-03-06T01:54:00Z,"Signs, prevention of a stroke - LocalNews8.com","According to the Centers for Disease Control and Prevention, strokes will kill about 140,000 Americans each year. So, what exactly is a stroke?"
Newser.com,2019-03-06T00:48:00Z,"Suicide, Overdose Deaths Hit Record High in US - Newser",Experts say a lack of social connection could be partially to blame
Ksby.com,2019-03-06T00:14:55Z,Cal Poly student diagnosed with chickenpox - KSBY San Luis Obispo News,A student at Cal Poly in San Luis Obispo reportedly has a case of the chickenpox.
Kcrg.com,2019-03-05T23:57:05Z,HPV vaccination rate in Iowa below 50 percent - KCRG,"More and more Iowans are being diagnosed with cancers related to Human Papillomavirus, or HPV, according to the 2019 Cancer in Iowa report"
Madison.com,2019-03-05T23:40:00Z,UW-Madison scientist allowed to resume controversial flu research - Madison.com,The research aims to identify changes that could cause the viruses to spread easily among people.
Smnewsnet.com,2019-03-05T23:05:42Z,UPDATE: St. Mary's County Measles Case Invalidated by Further Testing | Southern Maryland News Net - Southern Maryland News Net,Additional testing and evaluation of the suspected measles case currently under investigation by the St. Mary’s County Health Department has found that the individual in question does not have measles.
Washingtonexaminer.com,2019-03-05T23:04:00Z,Why mandatory vaccination is not opposed to libertarian principles - Washington Examiner,"Just one day after bravely standing for the Constitution and against President Trump's unconstitutional national emergency declaration, the occasionally libertarian Sen. Rand Paul, R-Ky., spent a Senate health committee hearing promulgating the fatal and idio…"
Wbng.com,2019-03-05T22:06:35Z,Local HIV experts respond to second man cured of the virus - WBNG-TV,"While some experts believe the news might be a step in the right direction, they believe there is still more research is needed for a cure."
Mindbodygreen.com,2019-03-05T21:54:17Z,This Is How Young Women Are Damaging Their Heart Health Without Even Knowing It - mindbodygreen.com,"Despite being the No. 1 killer of women in America, heart disease goes unrecognized by women as a serious problem, study finds."
Medpagetoday.com,2019-03-05T21:47:16Z,Salt Reference Intake Levels Updated | Medpage Today - MedPage Today,Report draws attention to levels that will shake CV risk
4029tv.com,2019-03-05T21:08:34Z,Health Dept. reports 19 new Arkansas flu deaths - 40/29tv Fort Smith/Fayetteville,19 new flu deaths were reported to the state last week.
Daily Mail,2019-03-05T21:01:00Z,Why MS sufferers should avoid fizzy drinks - Daily Mail,German scientists tracked 135 people with MS and found the 20 per cent who drank the most sugary drinks were five times more likely to have severe disability than people who seldom drank them.
Kgun9.com,2019-03-05T20:57:00Z,Two cases of mumps confirmed in Arizona - KGUN,"Two cases of mumps have been confirmed, including one student at Hamilton High School in Phoenix, the Maricopa County Department of Public Health said Monday."
CNN,2019-03-05T20:48:00Z,Nearly 200 people in Texas immigration detention facilities have contracted mumps - CNN,"Nearly 200 people at immigration detention facilities across Texas have contracted mumps since October, officials say."
Hollywoodlife.com,2019-03-05T20:35:00Z,Al Roker's Weight Loss: 'Today' Show Star Dropped 40 lbs. Keto Diet - Hollywood Life,"Looking good, Al Roker! The ‘Today’ weatherman and co-host has slimmed down since switching to the keto diet, and claims that he’s lost forty pounds in about six months!"
Nih.gov,2019-03-05T20:34:53Z,Results of trial to stem hospital-acquired bacterial infections published - National Institutes of Health,NIH-sponsored ABATE study shows benefit for subset of hospitalized patients.
10news.com,2019-03-05T20:33:00Z,Teen who got vaccinated despite parents' wishes speaks before Congress - 10News,"A U.S. Senate committee invited him to share his story during a hearing that discussed what's driving outbreaks in parts of the country, mostly blaming it on those who don't get vaccinated."
CBS News,2019-03-05T20:21:00Z,"Ethan Lindenberger, teen who defied mother by getting vaccinated, testifies before Congress today — March 5, 2019 - CBS News",Ethan Lindenberger discussed the importance of vaccines at a Senate committee hearing Tuesday
Channel3000.com,2019-03-05T19:21:00Z,"Man under quarantine for measles hides from deputies to go to gym, court documents say - Channel3000.com - WISC-TV3","A Brookfield man is facing charges on suspicion of leaving his house while he was on quarantine for measles, according to CBS affiliate WDJT."
Huffpost.com,2019-03-05T18:51:00Z,Study Finds What Parents Know: They Don't Sleep Well For Baby's First 6 Years - HuffPost,"Mom and dad’s sleep patterns are disrupted long after that child, officially, can sleep through the night."
CNN,2019-03-05T18:17:00Z,"Progress on deadly staph infections slows, CDC calls for increased prevention - CNN","More than 119,000 people were diagnosed with bloodstream Staphylococcus aureus infections in the United States in 2017, and almost 20,000 died -- a significant slowing in the previously declining rates of infections with the bacteria."
Fox News,2019-03-05T17:37:15Z,Doctor apologizes after toddler diagnosed with 'chest infection' died from undetected sepsis - Fox News,A second doctor who failed to screen an ill toddler for sepsis has apologized to her grieving family after she died less than 24 hours after being misdiagnosed with a “chest infection.”
Wsbradio.com,2019-03-05T17:04:00Z,Missouri man dies after controversial vitamin IV infusion - WSB Radio,"WSB: Atlanta's News, Weather and Traffic"
Medical News Today,2019-03-05T17:00:53Z,Pancreatic cancer: Two-hit treatment approach shows promise - Medical News Today,Autophagy inhibitors could be more potent against pancreatic cancer by first applying a drug that makes the cancer cells dependent on autophagy for energy.
Wsaz.com,2019-03-05T16:37:01Z,HIV cluster confirmed in Cabell County - WSAZ-TV,"A statement from the West Virginia Department of Public Health says there are 28 known cases, primarily among intravenous drug users."
Nih.gov,2019-03-05T16:15:20Z,HIV prevention study finds universal “test and treat” approach can reduce new infections - National Institutes of Health,NIH-sponsored trial suggests home-based HIV testing and referral to care works at population level.
Livescience.com,2019-03-05T16:05:00Z,"Supplements Don't Prevent Depression, Study Finds - Live Science","Preventing depression isn't as simple as taking a dietary supplement every day, a new study suggests."
Webmd.com,2019-03-05T14:43:38Z,Hot Cocoa May Ease the Fatigue of MS - WebMD,"Cocoa is rich in flavonoids, which are abundant in fruit and vegetables and have been linked with anti-inflammatory properties."
Express.co.uk,2019-03-05T14:07:00Z,Dog sperm could be key to SAVING humanity after shock drop in fertility rate - Express.co.uk,DOG sperm could be the key to saving the human race as a study has revealed that their fertility rate is dropping at the same pace as human males.
Brainerddispatch.com,2019-03-05T13:00:59Z,DNR meeting: Residents butt heads over deer farm's culpability... - Brainerd Dispatch,"MERRIFIELD—&quot;Hey, Lou!&quot; a man shouted from the back. &quot;What came first? The CWD, or the deer farms?&quot;Lou Cornicelli, a wildlife researcher with the Minnesota Department of Resources, could only brush off the question and move on—another quest…"
Walb.com,2019-03-05T12:57:00Z,Day 2 of cleanup begins for Cairo - WALB,The city of Cairo is still cleaning up Tuesday following an EF2 tornado Sunday night.
Wfmj.com,2019-03-05T11:29:00Z,FDA expands blood pressure medicine recall - WFMJ,"The Food and Drug Administration has expanded the recall of a blood pressure medication sold at Walmart, Sam's Club, and other retail locations."
Dailydot.com,2019-03-05T10:52:00Z,Study: YouTubers Could Make Your Kids Eat More Junk Food - The Daily Dot,A new study raises eyebrows for parents.
Npr.org,2019-03-05T10:00:00Z,Arizona Considers Expanding Exemptions For School Vaccines : Shots - Health News - NPR,"Against the advice and pleas from doctors and medical associations, some Arizona lawmakers are pushing bills that would make it easier for parents to get exemptions for their kids from vaccinations."
Daily Mail,2019-03-05T09:24:00Z,A pill to slow AGEING could be on the horizon - Daily Mail,Researchers from the University of East Anglia found a gene which controls growth is necessary until creatures reach reproductive age but then becomes damaging and shortens their lives.
Abc7.com,2019-03-05T08:43:06Z,"During colon cancer awareness month, larger-than-life inflatable colon offers conversation starter - KABC-TV","A giant section of an inflatable colon on one of the busiest corners in Westwood is sure to get some looks, but that's the whole idea!"
Ktvz.com,2019-03-05T07:03:00Z,"Dogs' raw meat diet could pose health risks, study says - KTVZ",Feeding your dog a raw meat-based diet is seen by some owners as a healthier and more natural alternative to commercially available pet food.
Dailywire.com,2019-03-05T06:24:00Z,Amazon Prime Removes Anti-Vaxxer Documentaries - The Daily Wire,"The anti-vaxxer movement took another hit this week when Amazon Prime began removing documentaries from its streaming service that criticize vaccines, reports CNN."
Mprnews.org,2019-03-05T00:12:54Z,Is your child an orchid or a dandelion? Unlocking the science of sensitive kids - MPR News,"Some kids seem resilient from the start -- readily able, like dandelions, to cope with stress and adversity. But pediatrician Thomas Boyce says biologically reactive kids need more support to thrive."
CBS News,2019-03-04T23:40:00Z,FDA could approve ketamine nasal spray as depression treatment - CBS News,"The drug can only be used in a doctor's office, and is in the form of a nasal spray"
Kwwl.com,2019-03-04T22:07:44Z,Experts supporting use of automatic monitors to measure blood pressure - kwwl.com,"Experts are supporting the use of automatic monitors to measure blood pressure, which uses a sensor inside the cuff and work with a press of a button. Experts are supporting the use of automatic monitors to measure blood pressure, which uses a sensor inside t…"
Healio.com,2019-03-04T21:13:41Z,BMI affects survival after stroke - Healio,"People with a higher BMI are more likely to survive a stroke, according to findings being presented at the upcoming American Academy of Neurology Meeting. 
&ldquo;A survival advantage among individuals with higher body mass index has been observed for diverse…"
Chron.com,2019-03-04T20:45:32Z,Young girl dies from flu in Galveston County - Chron,"A 6-year old girl died from a flu-related virus in early February, Galveston County health officials confirmed."
Hivplusmag.com,2019-03-04T20:04:17Z,Officials Encourage Non-Daily PrEP Strategy For Low-Risk People - HivPlusMag.com,"The 2-1-1 strategy calls for two pills a couple hours before having sex, then one pill 24 hours later, and then one final pill."
