,date,username,post content,quoted user
34,2014-10-21 01:35:00,Princess Pea,"b' I feel pent up, scared, sad and happy-ish...all at the same time. '",
35,2014-10-21 03:32:00,mumdownunder,b' Exhausted - am so drained. I thought I slept well last night ',
36,2014-10-21 03:50:00,Darkred,"b' Just a bit empty, realizing I have no reason to get out of bed.  '",
37,2014-10-21 04:42:00,Lincoln1990,"b"" How do I feel? I feel horrible, I feel like I'm pregnant but it's a cruel thing. I'm not pregnant. I  be huge pregnant and almost meeting my child. If I didn't know better, I would think I'm pregnant. But I'm not. I can't be. """,
38,2014-10-21 05:05:00,Electric,"b"" I feel very strange. The person that I like so much, came to visit me tonight and we sat down and talked. The strange part is, dat I didn't feel that much butterflies as I used to. I wonder why not. """,
39,2014-10-21 06:24:00,Gajolene,"b"" Hey Lincoln was just wondering if you've had grief counselling to help you deal with your loss' at all?. I know people think miscarriages are not that big a deal, the grief can be the same as losing anyone else close to you that you love. Glad to here you are going to ask your mum for help with the doctors. """,
40,2014-10-21 06:42:00,rubyrose,"b"" Not great...but that's nothing new. """,
41,2014-10-21 13:10:00,hellokittymad,b' I feel calm for a change ',
42,2014-10-21 14:07:00,burt tomato,b' I feel okay. As I walked back from the p-doc appt. I could hear some voices. But now it is much quieter. Hoping it will get better. ',
43,2014-10-21 15:03:00,aneverson11,"b"" Will pray for you for it to get better, don't know if he listens to me at the moment though.  I feel flat, but stable. """,
44,2014-10-21 15:16:00,hellokittymad,"b"" He always listens (:   I feel upset because I don't feel believed in  """,aneverson11
45,2014-10-21 16:30:00,Helena1,b' low. life is impossible. ',
46,2014-10-21 16:42:00,Darkred,"b"" I feel okay I guess, been avoiding thing's I know will annoy me and doing thing's instead of procrastinating but I'am almost ready for bed. (loving the weather) """,
47,2014-10-21 22:31:00,ScaredCat,b' Feeling better now i been on here for a bit ',
48,2014-10-21 22:45:00,mami5,b' Me too! ',no-one
49,2014-10-21 22:47:00,ScaredCat,b' I really glad ',mami5
50,2014-10-21 22:53:00,Electric,b' Relieved... ',
51,2014-10-21 22:56:00,hellokittymad,"b"" i feel like i'm worthless """,
52,2014-10-21 23:11:00,mami5,"b"" I'm sorry you're feeling this way   Sending (((((((((((((((HUGS))))))))))))))) your way  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx """,hellokittymad
53,2014-10-21 23:14:00,ScaredCat,b' No you are not ',hellokittymad
54,2014-10-22 06:02:00,AliceinWonderland,"b"" Welcome to the forum Princess Pea  Sorry you've got such a mix of feelings going on. """,Princess Pea
55,2014-10-22 06:34:00,RainbowHeartz,b' i feel naked.......... o_O ',
56,2014-10-22 12:54:00,Darkred,b' went from feeling okay and energetic to just bluguhguhguhgugh cant be fucked with anything now just staring at the bloody laptop screen and forum for no reason. ',
57,2014-10-22 13:47:00,RainbowHeartz,b' i feel cozy under the duvet ',
58,2014-10-22 22:12:00,ScaredCat,b' Stupid and embarrassed ',
59,2014-10-22 22:21:00,Mister.B,"b' On edge.   Reading more scary shit on the net because ""Hey, it\'s nearly halloween!"" '",
60,2014-10-22 23:13:00,BlueBerry,"b"" Wondering if I'm actually a psychopath.   I can't possibly be because I feel tons of empathy, fear, anxiety and I have devastatingly low self-esteem which all contradict the profile of psychopathy. But still... I feel very cruel, evil and bloodthirsty.  """,
61,2014-10-22 23:16:00,Mister.B,b' Suspicious. ',
62,2014-10-22 23:26:00,Toasted Crumpet,"b' You no psychopath   But if you were, join me, and we shall conquer the universe  '",BlueBerry
63,2014-10-22 23:46:00,stella,"b"" I feel sad, angry, and wondering if I'm a horrible person """,
64,2014-10-22 23:50:00,Fairy Lucretia,b' like im a monster ',
65,2014-10-22 23:50:00,hellokittymad,b' sick and hyper and nervous ',
66,2014-10-22 23:51:00,Mister.B,b' Why??? ',fairy Lu
67,2014-10-23 00:03:00,shaky,"b"" Sort of calm, sort of 'at a distance' like my emotions have gone somewhere else for a while. """,
68,2014-10-23 00:44:00,BillFish,"b' Happy and contented, slightly tired.Driven 75 miles today to keep the family at work. After pacing around at the clinic and going into one, I went to tescos, ikea, sainburys, and b&q to find something to photograph then finally felt like a middle aged man again and not a disability case, looks like good old ebay is the way to go again for the items I need. '",
69,2014-10-23 02:31:00,apple,"b"" It's 1.30am and I feel alert and I don't feel right. I've been doing more the past few weeks, plus have been thinking lots. """,
70,2014-10-23 02:42:00,Darkred,b' I just woke up at 1:30am and it took me forever to get out of bed cause really cold and lacking motivation  ',
71,2014-10-23 02:54:00,Electric,"b' Darkred, for what do you need motivation at 1:30 am?! Cleaning the house, doing the laundry? Or is it lack on motivation to stay in bed?   Here it is almost 9 pm and I have planned to be in bed early. I feel kind of empty... I miss some one, that really sucks. '",
72,2014-10-23 03:03:00,Darkred,"b"" I thought that while typing it  I've already cleaned the place the other day I guess I just mean having to use my brain for thing's like making food and trying to entertain myself with no one to speak to and nothing to do  Good old ground hog day in hospital """,
73,2014-10-23 04:29:00,Lincoln1990,"b"" I feel like I'm in  of pain. I can't rely on anybody. I've ruined so many things. I should ruin myself. """,
74,2014-10-23 09:31:00,Darkred,"b"" I'm in the middle of reading all my posts I made on a different forum for mental health 5 years ago and it's left me feeling a bit weird and nostalgic as it was just before I ended up in hospital. I find it so strange how I was able to write masssssive posts replying to people and to be sooo helpful and understanding compared to how I am now...   It's also left me feeling slightly sad as I was struggling with alcohol at the time so I don't remember writing half of what I did but now reading it I can see how much I struggled.  Sorry not one sentence but I'm feeling quite a few things. """,
75,2014-10-23 11:28:00,RainbowHeartz,b' i feel sleepy and ashamed ',
76,2014-10-23 11:31:00,bagpuss,b' why you ashamed judazz ? Xx ',Judazz
77,2014-10-23 11:34:00,RainbowHeartz,b' im too ashamed to type it on here  but i am okay ',GhostChild2
78,2014-10-23 11:35:00,bagpuss,b' skype ? ',Judazz
79,2014-10-23 11:51:00,BlueBerry,"b"" Have to go into Uni for a seminar, but I'm feeling scared and anxious to go, since it'll be crowded at this time. """,
80,2014-10-23 12:02:00,BillFish,"b' Amused, just been to the shop to get croissants and bacon for my wife, a pay till went down, but when the girl rushed over she farted, it was like trying to hold a conversation in a gas filled room, but I remained a gentlemen throughout  '",
81,2014-10-23 12:45:00,ScaredCat,b' Like cutting myself off ',
82,2014-10-23 13:08:00,aneverson11,"b"" Tired, fed-up, and very flat, and don't want to get up out of bed. """,
83,2014-10-23 13:50:00,shaky,"b"" I feel strangely calm and disconnected. I wasn't enjoying doing the crossword For the first times in years I feel like meditating - so that's what I'm going to do """,
84,2014-10-23 13:59:00,Darkred,b' A bit better then I did earlier. ',
85,2014-10-23 15:47:00,Helena1,b' feel anxious waiting. ',
86,2014-10-23 17:52:00,keepsafe,b' Fell like a broken bit off something.... ',
87,2014-10-23 17:52:00,keepsafe,b' Feel like a broken bit off something.... ',
88,2014-10-23 17:59:00,burt tomato,"b' I feel stupid and guilty for my past behavior in real life. I was having severe symptoms, but still feel bad about it. This was about 2-3 years ago. '",
89,2014-10-23 18:11:00,Darkred,b' pass out in bed  ',
90,2014-10-23 18:22:00,sightseer,b' Ild like to be off my tits and escape my stupid dark mind.but i aint got no money and eating slugs just make yer mouth slimey and nothing else.:-( ',
91,2014-10-23 19:37:00,hellokittymad,b' you have no reason to be sorry *hugs* ',Nicola398
92,2014-10-23 19:47:00,Gajolene,"b' Your definately not alone here Nicola, Huge huge hugs. '",
93,2014-10-23 21:07:00,mami5,b' suicidal ',
94,2014-10-23 21:11:00,hellokittymad,b' I feel alone and like i need to hurt myself ',
95,2014-10-23 21:11:00,bagpuss,b' ...... ',
96,2014-10-23 21:15:00,hellokittymad,b'  ',GhostChild2
97,2014-10-23 21:16:00,ScaredCat,b' I hate myself ',
98,2014-10-23 21:59:00,Jonwal,"b"" Can't stop feeling stressed even though I feel relatively safe I still keep feeling like I could relax but am choosing to feel stressed because partly my upbringing didn't help me condition to deal w life and when I was in supported housing one housemate shouted and screamed all night and there was frequent threats of violence now I can't unwind and I've become fat because of my response to relaxation and perhaps loans alpine  thx """,
99,2014-10-24 01:49:00,shaky,"b"" I shouldn't be up at this time of the night / morning I should be in bed But I want something to HAPPEN I am tired of being nobody - I need to be SEEN  But that isn't going to happen in my living room with a vest on.  I want to be loved """,
100,2014-10-24 01:59:00,stella,b' Im a very bad person. The worst person ever ',
101,2014-10-24 03:30:00,Electric,b' Too tired to type Too sad to laugh Too worried to breath  How can I fix myself? ',
102,2014-10-24 04:05:00,RainbowHeartz,b' i feel as though this is going to be an all nighter again im wide awake and feel fat and gross and want it all gone from my body its disgusting ',
103,2014-10-24 04:15:00,Lincoln1990,"b"" I feel as though I shouldn't be on here anymore and nobody would care if I stopped coming on here, which I'm  considering. """,
104,2014-10-24 04:21:00,RainbowHeartz,"b' hi lincoln i think you should stay, your very likeable  '",Lincoln1990
105,2014-10-24 04:31:00,Lincoln1990,b' I feel as though I regret  in my life. I should die. ',
106,2014-10-24 04:35:00,Lincoln1990,"b"" I feel as though everyone hates me, that's why I dont get replies. """,
107,2014-10-24 04:35:00,RainbowHeartz,b'  sorry you feel this way lincoln ',Lincoln1990
108,2014-10-24 04:36:00,Lincoln1990,"b"" Idk...apparently I'm not """,Judazz
109,2014-10-24 04:36:00,Lincoln1990,"b"" Thanks J...I'm just going through so much """,Judazz
110,2014-10-24 04:37:00,RainbowHeartz,b' i dont think thats true at all  ',Lincoln1990
111,2014-10-24 04:37:00,RainbowHeartz,"b' your welcome, im here if you want to pm me x '",Lincoln1990
112,2014-10-24 04:37:00,Lincoln1990,"b"" That's the only explanation I have as to why I dont. """,Judazz
113,2014-10-24 04:38:00,Lincoln1990,b' Thank you. ',Judazz
114,2014-10-24 04:39:00,RainbowHeartz,b' really? naw i dont believe that.... i think your likeable ',Lincoln1990
115,2014-10-24 04:39:00,RainbowHeartz,b' your welcome ',Lincoln1990
116,2014-10-24 05:11:00,MikeLights,"b' I feel like I am destined to be overweight, and nothing I do helps me think differently. '",
117,2014-10-24 05:27:00,snips31,"b' love you lots my little owl, sorry your having such a hard time, alot of us are at the moment, but hopfully things will get better soon, i think and care about you alot,xxx remember this xxx sweety never leeve i will allways want you to be herexxx  '",Lincoln1990
118,2014-10-24 05:39:00,Lincoln1990,"b"" I feel like such a bitch...I just feel like I'm unwanted on here...like everyone wants me gone... """,snips31
119,2014-10-24 05:51:00,RainbowHeartz,b' i dont want you gone nuh uh  ',Lincoln1990
120,2014-10-24 05:59:00,snips31,"b"" no way my little ow,l i don't wan't you gone at all, your staying and thats that, please xxxxxx """,
121,2014-10-24 06:00:00,sightseer,b' Hello lincoln.Hey little owl you need to stop thiking that.Nobody wants you gone my dear.we all think your great on here.Theres loads of members that would be really sad if you left the forum.so please dont think that. Sightseer...xx ',
122,2014-10-24 06:02:00,sightseer,b' Knackerd again from another night of broken sleep.Think il take my morning meds now...xx ',
123,2014-10-24 06:07:00,RainbowHeartz,b' i feel like crap i do because i just do ',
124,2014-10-24 06:13:00,Lincoln1990,b' Well thank you... ',
125,2014-10-24 06:14:00,Lincoln1990,"b"" I had to make my bed (because I can't sleep without sheets!) and now im hurting really bad. I don't know if I will be able to sleep  """,
126,2014-10-24 07:24:00,burt tomato,b' I feel awake - but I may be tired later ',
127,2014-10-24 11:11:00,Helena1,b' bit stupid. coz i forgot my meds i think. am sure i packed them. maybe they are hiding from me. i will have a good search for them when i have worked up to it. ',
128,2014-10-24 21:12:00,AlfredBrother,"b"" Feel chained down mentally but don't know if I want to break the chains. """,
129,2014-10-24 21:15:00,RainbowHeartz,b' feel bored ',
130,2014-10-24 21:38:00,shaky,"b"" Unsure. I would like to go to the pub and chat and see people But I also feel a bit hypo so I might misbehave - it might be wiser to stay home But then I might get annoyed at being home and SH or... I don't know  """,
131,2014-10-24 21:56:00,RainbowHeartz,b' feeling kinda anxious ive let myself think too much ',
132,2014-10-24 22:28:00,ScaredCat,b' Think I past caring ',
133,2014-10-24 22:52:00,ScaredCat,"b' I need to feel worthwhile, I feel so pointless but thats cos I am '",
134,2014-10-24 22:55:00,Fairy Lucretia,b' you are not pointless you are caring and kind and lovely xx ',no-one
135,2014-10-24 22:57:00,mami5,"b"" You're not pointless at all. You're a kind and caring friend and very worthwhile.  Sending you hugs (((((((((((((((someone)))))))))))))))  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx """,
136,2014-10-24 23:07:00,Fairy Lucretia,b' i feel in love xx ',
137,2014-10-24 23:09:00,bagpuss,b' blush oh my fairy I have not known you that long LOL  hugsz glad you in luuuurvl ',fairy Lu
138,2014-10-24 23:10:00,bagpuss,b' Chuck that idea my friend cos you well nice you is !!!!  ',no-one
139,2014-10-24 23:18:00,bagpuss,"b"" I ask the forum to delete me every week for the last 2 months I think I am using the delete option as a way of getting at myself and causing me more misery, sorry forum staff am a numpty and I know it.  I just have bad ideas and me and my other self are both destructive.  i don't know who i am or where i am going that's the truth i await to here what he says next.  i take each day as a day and not an add them up. """,
140,2014-10-24 23:20:00,ScaredCat,b' I just glad you here. i think you are ace ',GhostChild2
141,2014-10-24 23:22:00,stella,b' I feel ashamed and probably like the worst person ever ',
142,2014-10-24 23:24:00,bagpuss,b' your ace no-one and we gonna start a pertician lottery for an ace name for yas LOL   nan night chuckey egg xxx l ',no-one
143,2014-10-24 23:26:00,bagpuss,b' heya stella welcome to the forum. am off to bed but I hope your ok xxxx ',stella
144,2014-10-24 23:27:00,Gajolene,b' Agreed you can be Ace-one instead of no-one. We think your lovely. ',
145,2014-10-24 23:32:00,Mister.B,"b"" I feel like I need a drink....But no, I'm saving my money for a certain person's b-day present. xx """,
146,2014-10-24 23:33:00,Gajolene,"b"" Wish you would stop, I did that in my first days and regret it now, because in looking back I can see how far I've come, even though it can be hugely triggering for me and I've come a looong way toward recovery. Also friends want to find you and depend on your support as much as you depend on ours. Your better giving yourself forum breaks a few days at a time when things are getting bad and the forum is more triggering than helping. We are real people and we worry when names disappear, especially people we care about as much as we care about you Ghostchild """,
147,2014-10-24 23:34:00,stella,"b"" I'm not really ok but I think I will make it at least one more night, thanks for worrying, have nice dreams \xe2\x99\xa5\xe2\x99\xa5 """,GhostChild2
148,2014-10-25 00:22:00,bagpuss,"b'  Gajolene, I am the same as anyone person who is known or unknown on this forum and I read your post 6 times so it sunk in, I know*I have become very attached to people on this forum, after reading your post and turning off my tablet and thinking I realise my leaving and rejoining may be very mean and not nice.  what I mean is I have gotten upsett when people have left and felt like something was missing, I am the same as anyone else here but I should not be causing unsettlement to others struggling.  I will just ask for a voluntary break in the future but my phychology assesment and my od/family stuff took the will out of me.  I have a goal now and thats to be support worker for Adult MH, when I am stable and ready.  thankyou Gajolene '",Gajolene
149,2014-10-25 00:29:00,bagpuss,"b' Stella were here to talk ya know, and their are some proper nice people here, one day at a time xx  '",stella
150,2014-10-25 00:35:00,stella,b' Thank you!  ',GhostChild2
151,2014-10-25 01:22:00,Gajolene,"b"" I know what you mean I left the forum for over a year when 3 close friends all quit and closed accounts at the same time, was so upset, but I was lost without my friends here to come back to, really very depressed and feeling isolated, I am so glad I did come back though, I'll be here for many more years to come, as long as the forum accepts me. Oppp back to supper, time to put on the rice, and wash another load of dishes """,
152,2014-10-25 10:39:00,apple,b' Feeling low so far today. Woke up feeling dehydrated - need to check my sugar levels. ',
153,2014-10-25 11:19:00,apple,b' Feel so depressed. ',
154,2014-10-25 12:13:00,BillFish,"b"" Cold and tired, like every morning,as though I've slept on a wind blown hill overnight in a cold tent, a prescription of strong coffees and cigarettes will see me become warm and human again by 1.30pm. """,
155,2014-10-25 12:24:00,RainbowHeartz,b' hungry i feel ',
156,2014-10-25 12:37:00,bagpuss,"b'  Glad your going to stay, your lovely and good look in yout new forum roll. , I hope you enjoy it Gajolene '",Gajolene
157,2014-10-25 12:38:00,bagpuss,b' Saturday Hugz for Apple  ',apple
158,2014-10-25 13:52:00,Mister.B,b' Took my meds but still feel psychotic. ',
159,2014-10-25 14:17:00,RainbowHeartz,"b' i feeel extremely fat, oh wait i am  '",
160,2014-10-25 15:17:00,Helena1,b' overwhelmed. ',
161,2014-10-25 15:22:00,RainbowHeartz,b' stoned ',
162,2014-10-25 15:58:00,apple,"b' hi Ghostchild2, thank you - that made me smile   And thank you to everyone else for hugs .... going to chill and just take it easy for a bit .... '",GhostChild2
163,2014-10-25 16:01:00,RainbowHeartz,b' not so stoned anymore  ',
164,2014-10-25 16:08:00,bagpuss,"b' The special space cake is in the oven, it should be done soon, haha I should give my dad a large piece and then put makeup on his face when he goes all drongy!    (Not really made a space cake forum its just an imaginary spoof) '",Judazz
165,2014-10-25 16:10:00,bagpuss,b'  ',Helena1
166,2014-10-25 16:11:00,RainbowHeartz,b' lol this made me laugh loads hehe  ',GhostChild2
167,2014-10-25 16:23:00,Darkred,b' Realllly tired now but it never feels right going to bed at this time. ',
168,2014-10-25 16:40:00,RainbowHeartz,b' i feel all achy ',
169,2014-10-25 23:05:00,ScaredCat,b' Wish tomorrow didnt have to come cos then I have to wake up and start all over again ',
170,2014-10-25 23:07:00,mami5,"b"" At least you'll have an extra hour before it comes.   Hope tomorrow treats you well.  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx """,no-one
171,2014-10-26 03:03:00,Electric,"b"" My stomach is full with mashed potatoes and sauerkraut. I ate way too much and yes, I know it isn't a recipe for in the Caribbean but I just love it. """,
172,2014-10-26 03:41:00,burt tomato,b' Just wish the voices would shut up ',
173,2014-10-26 03:42:00,Darkred,b' Just woke up with a headache  ',
174,2014-10-26 04:30:00,Gajolene,b' Do you have a PRN to fall back on Brat? Sending huge hugs ',
175,2014-10-26 04:32:00,burt tomato,"b"" I don't - no. Its a nice idea though! """,Gajolene
176,2014-10-26 06:33:00,rubyrose,"b"" Feeling down about myself. That's nothing new...but yeah. I just want to feel like I'm good enough. I just want to be loved. """,
177,2014-10-26 14:11:00,Gajolene,"b"" All wound up now, didn't need that visit so early, good day to get some cleaning done, all this energy to expend now arrrrg, why don't parents teach their kids manners or ediquette nowadays.  """,
178,2014-10-26 15:30:00,Helena1,b' angry.  ',
179,2014-10-26 16:45:00,catkin,"b"" not managing, very very preoccupied with rubbish, being infectious and dirty, and animal welfare. Humans really aren't humane. Feel may lose my tenancy if I do what I need to do to protect the animals here. Scared. Too many sentences. """,
180,2014-10-26 16:51:00,apple,"b"" I seem to have lost my way. Feel overwhelmed and in a fog with the home. I'm not sure what's going on. I recently saw a relative and spoke to a sibling. Both triggered feelings. """,
181,2014-10-26 17:06:00,bagpuss,b'  ',
182,2014-10-26 18:37:00,Noetic,b'  ',
183,2014-10-26 18:56:00,bagpuss,"b' The Needle on my Bordem Meter just went bazzerk and snapped off.  I might go in the bathroom and count how many tiles are on the wall.  I hate living alone its like groundhog day and no escape from ths flat.  , Dear Farther Christmas please bring me an extra strong depot injection and some smiling tablets . '",
184,2014-10-26 19:19:00,hellokittymad,b' i feel anxious and tired ',
185,2014-10-26 19:32:00,sightseer,b' I cant leave a pea or one bean on a plate.coz all its mates have been eaten so even if im full i feel its cruel to the pea to leave it so i dont and i eat it so that it can be with its friends again... Think im abit of a werdo.. ',
186,2014-10-26 19:36:00,bagpuss,b' at least all the peas are together then x    although they would be mushy peas and a better class of peas. ',sightseer
187,2014-10-26 19:48:00,bagpuss,"b' Ow come on Forum whats happened, its like a ghost town on here tonight.  if your happy and you know it clap your hands  if you happy and you know it and you really want to show it clap your hands .  I might go for a walk up and down my hall way all 3 Meters of it. Bored shitless '",
188,2014-10-26 20:39:00,Helena1,b' dirty and itchy as i havent had a shower for like a week and brushed my teeth since wednesday. ',
189,2014-10-26 20:48:00,Noetic,"b"" Showers can be dangerous; I saw a film once...didn't like having a shower for ages afterward.   """,Helena1
190,2014-10-27 10:24:00,RainbowHeartz,b' i feel grrrrrrrrrrrrrrrrrrrrrrate  ',
191,2014-10-27 14:10:00,Helena1,b' pissed off and upset. ',
192,2014-10-27 14:17:00,Noetic,"b' Ohhh, feeling the urge to hug.  '",Helena1
193,2014-10-27 14:19:00,Noetic,"b"" And again, one didn't seem enough.  """,Helena1
194,2014-10-27 14:19:00,Helena1,b' me too.  ',Noetic
195,2014-10-27 14:24:00,MarlieeB,b' (((((((((((((((The number one Helena & The number one Noetic)))))))))))) ',
196,2014-10-27 14:28:00,Helena1,b'  ',MarlieeBee
197,2014-10-27 14:31:00,RainbowHeartz,b' feeling slightly annoyed ',
198,2014-10-27 15:19:00,mumdownunder,b' Completely and utterly fucked up- alarm going off on four hours and not slept yet!!! ',
199,2014-10-27 15:42:00,Fairy Lucretia,b' i feel hopeless x ',
200,2014-10-27 15:45:00,Fairy Lucretia,b' i feel like i dont belong ',
201,2014-10-27 15:49:00,Fairy Lucretia,b' i feel like everybody hates me ',
202,2014-10-27 15:51:00,Helena1,b' that is not true.  ',fairy Lu
203,2014-10-27 15:56:00,BlackAdam,b' I am actually quite tired.  From all that fighting with Captain Marvel has left me feeling a bit weak.  Need to recover as I shall go after that old coot Shazam and fix him for good! ',
204,2014-10-27 18:04:00,burt tomato,b' just want to sleep forever or go somewhere ethereal. sick of this. ',
205,2014-10-27 18:32:00,cherish,"b"" I'm not very good with word's so  """,fairy Lu
206,2014-10-27 20:36:00,RainbowHeartz,b' i feel stoned  also i love fairys too xxxxxxxx ',
