date,username,post content,quoted user
2012-05-26 20:37:00,jaxie40,"Aww how awful Bulbie. My dad used to tell me that I was ugly and that no-one would ever want me. I grew up believing him. MY self estemm is still low, though with thanks to psychotherapy, it's better than it was.Anyone who judges on appearance is shallow, and doesn't deserve to be in a decent relationship. We think you're lovely anyway Bulbie, sod those who've called you ugly (Group Hug)",bulbie
2012-05-26 20:38:00,jaxie40,Who said what? (Stick out Tongue),Starless
2012-05-26 20:38:00,Starless,"Exactly Jaxie, exactly! (Mr Green)",jaxie40
2012-05-26 20:44:00,bulbie,"See, that's how i know you're my best friend! (Mr Green)and of course I know you're right Jaxie, I'm just really struggling to see it right now. (Frown)",Starless
2012-05-26 20:47:00,Starless,"It's what I'm here for. Besides, if it gets really dire, you could always move to Austrailia and marry a building. (No, really!)I don't think we have too much to worry about here when there's people having maritals with buildings out there.(And before I get slayed for that, I  am  joking!)",
2012-05-26 20:52:00,bulbie,I can't marry a building don't be silly! i'm already betrothed to the oxfam goat...,
2012-05-26 20:56:00,-Phoenix-,"Hi bulbie,I feel exactly the same as you do from time to time. I haven't been in a relationship for 27 years. And I'm 27 years old! (Smile) Hope you get the joke. It can get a little lonely from time to time.But I have faith that I'll meet the girl of my dreams somewhere. Maybe I already have. And there's plenty of opportunities out there. Why, just today I was offered by an ad on this very forum inviting me to engage in dating gay women. Which unfortunately wouldn't work seeing as how I'm a hetero guy. Oh well, better luck next time. (Unsure)But I'm sure you'll find that special someone sooner or later. Keep the faith. (Hug)I'm finding a lot of the comments in this thread to be very encouraging and supportive. Therefore, it gets a five-star rating from me! (Thumbs Up)",
2012-05-26 20:57:00,jaxie40,"OH my word ladies! (Embarrassed)Now, if you were talking about marrying a horse, a la Jerry Springer......","Starless, bulbie"
2012-05-26 20:58:00,Unloved,"I tried posting up a msg to you earlier Bulbie, but my phone was playing up.. I hope your shopping trip went well after, and you got round Ok..? ..i cant stand it when i feel self conscious when out, i get so panicky and nervous.. I really do like your thread as i can relate, and think you have some cracking responses from some really decent and down to earth folk..xx.",
2012-05-26 21:00:00,jaxie40,"RP, from the posts of yours I've seen on here, you'll find someone. You come across as a kind, caring guy, who also has a good sense of humour. To me, being able to laugh with your partner is a must!",Rising Phoenix
2012-05-26 21:10:00,bulbie,"RP, a welshman eh? I always did find the Welsh accent very sexy. (Wink)i managed to shop, but only just. Very nearly had a panic attack and passed out. (Frown)",
2012-05-26 23:38:00,-Phoenix-,Hehe... I'm Welsh but my mother is English and I was born in England. So I'm a bit of both. I consider myself more Welsh than English though. I've lived most of my life in Wales and I do have a Welsh accent. (Smile),bulbie
2012-05-26 23:40:00,jaxie40,"Hey RP, what part of Wales did you live in? My dad was born in Holyhead, and lived there until he was about 6 (Hug)",
2012-05-26 23:52:00,-Phoenix-,I still live in Wales... not too far from Swansea. I spent 6 years from age 9-15 in NW England.,
2012-05-26 23:56:00,jaxie40,"Oh cool! Do you know, even though my dad and Uncle were born there, I've only ever been to Wales once. I really liked what I saw though, much greener than 'darn Sarf' ! (Grin)",
2012-05-27 00:30:00,-Phoenix-,"Of course. Very green and very hilly and very friendly too. As the song goes: We'll keep a welcome in the hillside,We'll keep a welcome in the vales,This land you knew will still be singing,When you come home again to Wales! (Big Grin)",
2012-05-27 00:33:00,jaxie40,"(Clapping) BRAVO!! Can tell you're Welsh by your great singing voice, RP! (Grin)",
2012-05-27 00:39:00,-Phoenix-,Thanks. But I'd better not outstay my welcome. Last time I started singing in work I got some really weird looks... (Unsure),
2012-05-27 00:42:00,jaxie40,"Yes, I've just finished watching the Eurovision Song Contest and am off to bed. Night, RP. Take care (Hug)",
2012-05-27 00:50:00,-Phoenix-,Goodnight. (Sleepy2),
2012-05-27 19:02:00,bulbie,And suddenly my thread is no longer about me...(BLAH),
2012-05-27 19:10:00,jaxie40,"Sorry Bulbie, it was totally unintentional. How are you today hun? (Hug)",
2012-05-27 19:31:00,Jamster,"Sorry to hear that, i'm in the same boat, and I realised I just have nowhere to fit in in society, I come across as well spoken and intelligent, but I am poor and have not job or prospects. I would fit in with middle class/professional people if I had the money as I have the same interests/want to spend free time in the same way but can't get there. It's driven me to drink. I hope you can find a way out of it. I'm assuming for you it's about being out of work. Work and education are the main ways to meet people (church would be another good option depending)... I hope you can have better luck than me resolving this!",
2012-05-27 19:32:00,bulbie,"Ha, don't worry about it. I'm just cranky because of the heat. It's unbelievable.",
2012-05-27 19:47:00,Jamster,"Yep, my flat was 29 degrees most of yesterday and was when I woke up this morning too. I can't study because of the heat and looking forward to the sun going away while I'm living here!",
2012-05-27 19:47:00,Unloved,"hi bulbie, i know what u mean about the heat!. Ive not gone out the house again for the last 2 days.. Hopefully tmrw may be slightly cooler (Smile)",
2012-05-27 19:48:00,Starless,"You can get blinds for velux windows, B. Not sure where though. Google will know!",
2012-05-27 19:50:00,bulbie,"I'll tell T to ask Siri! (Mr Green)Unloved, I've hidden in all day, but tomorrow i have to replant my lettuce. Eek!",
2012-05-27 19:51:00,bulbie,"i keep trying to read case studies, i just can't do it in this heat.",Jamster
2012-05-27 19:52:00,Starless,Ooh. Siri - she'll know which ones are close to you too. Haha,
2012-05-27 20:00:00,bulbie,Apparently last night T told it to fuck off and it said Now now...,
2012-05-27 20:14:00,jaxie40,"Someone else who grows their own! YAY!!! (Grin)Are you growing anything else, Bulbie?I agree about this heat too. We've been indoors all day today, too hot out there",bulbie
2012-05-27 20:18:00,bulbie,"Besides the lettuce, I'm growing tomatoes and bell peppers. There are literally hundreds of shoots to be replanted...",
2012-05-27 20:24:00,jaxie40,"Lovely! Nothing like growing your own! Are lettuce easy to grow? I've grown salad leaves every year for the past 5 years or so, but never tried lettuce. Good luck with the replanting!",
2012-05-27 20:29:00,bulbie,I'm growing little gem and they are sprouting like crazy> Mine appeared after just one week.,
2012-05-27 21:09:00,jaxie40,"Little gems are a nice lettuce! I've just been and inspected my veggies, and noticed a dwarf french bean just sprouting! (Grin)Lots of strawberries on my plants too!",
2012-05-27 23:54:00,mckie,take care.,
2012-05-28 11:23:00,bulbie,Oh gods I would love to be able to grow strawberries (Drooling),jaxie40
2012-05-28 11:27:00,jaxie40,"Easy to grow in tubs, Bulbie. I've only just put them into a raised bed that my dad built last year for me. I have enough varieties so I'll get strawberries from now until October time (Grin)",
2012-05-28 11:42:00,bulbie,"T's mum is growing them in a strawberry grower thing, maybe I'll get some of those... I love it when they're super juicy.... (Drooling)",
2012-05-28 11:44:00,jaxie40,"Nothing like fresh grown fruit and veg! i have two different typesof hazelnut tree too, they produced fruit for the first time last year!",
2012-05-28 11:51:00,bulbie,I really want a tree. Have my own ultrajuicy fruit.,
2012-05-28 12:00:00,jaxie40,"I want a walnut tree now. The only problem I have this year is the hosepipe ban. Sweetcorn's growing rapidly in the heat, I just hope we get some rain in the next few days",
2012-05-28 12:12:00,bulbie,Aren't you allowed to use a watering can?,
2012-05-28 12:24:00,jaxie40,"I have been using the water from the water but. That's run out now. I can use a watering can, just trying to work out the easiest way to do it. We have a large garden, and it would take about 15 trips back and forth.",
2012-05-28 12:31:00,bulbie,Good for keeping fit?,
2012-05-28 12:42:00,Wiseowl,Hi bulbie just wanted to say I started gardening to help my mental health about two years ago. I started growing fruit and veg in pots on the patio at first. I tried to be a green gardener no pesticides this website is very good for that http://www.greengardener.co.uk/ It really does keep you fit and it helps you get out in the sun (when we have it) so you get lots of serotonin. (Grin),
2012-05-28 12:52:00,bulbie,"Thanks muchly for the link, it's going to come in really useful! T's mum is a horticulturalist, but I'm always too shy to ask her stuff. (Embarrassed)",
2012-05-28 13:02:00,jaxie40,"Having two kids is my way of keeping fit! (LOL)Yes, it's lovely working out in the garden when the weather's good, though I've found it too hot over the last week. Shouldn't complain, I know!",bulbie
2012-05-28 13:03:00,Wiseowl,"I just used to follow the instructions on the seed packet/plant and learn as I went. A lot of it is intuitive like looking after a pet, do they need feeding, a drink, are they too hot etc. (Grin)",
2012-05-28 13:05:00,jaxie40,"I've got a diploma in horticulture, and one in garden design, but I agree. It's great to know the theoretical side, but it mean little without practical knowledge too",Wiseowl
2012-05-28 15:25:00,bulbie,"I'm just winging it, reading the seed packets really. I've had more success with this recent venture than I've had before.",
2012-05-28 15:29:00,jaxie40,"Having decent soil's a contributory factor. This is the first year ever that I've used a greenhouse, and it's was going fine....until my plants got burnt in there last weekend when i was ill. Still, managed to get some dwarf bean seeds out, and two of them are coming through now (Big Grin)",bulbie
2012-05-28 15:47:00,bulbie,Eat those beans! When they're fully grown...I think my friend's avoiding me. Sigh.,
2012-05-28 15:49:00,jaxie40,"WE will indeed! MY dad gave me some runner bean plants last week too!Oh no hun, that's not nice. I had the same with a so-called friend, who I ended up screaming at and calling a selfish bitch. Her husband's told her she doesn't need friends besides him, and she's doing what he says. Shame her kids have been affected too!",bulbie
2012-05-28 15:51:00,bulbie,"I don't know what my friend is thinking really. He was all gung ho about meeting up with me again, but now my travel date is getting closer, he's getting quieter and quieter...",
2012-05-28 15:57:00,jaxie40,"oh no, that's not nice (Frown)",
2012-05-28 16:03:00,bulbie,His loss. I'm not going to waste time or tears on him if he won't make an effort.,
2012-05-28 16:44:00,jaxie40,"I've just been given evils by my ex-friends daughter. She's 8 years old and giving me filthy looks, ffs!",
2012-05-28 16:47:00,Starless,His loss indeed! What a silly fruit.,bulbie
2012-05-28 17:14:00,Wiseowl,"I agree Starless. I hate it when you make an arrangement with someone and they don't contact you then it gets all complicated. Call me old fashioned but if I make plans with someone I stick to it unless there is a very good reason why not, in which case I let them know ASAP and rearrange it.",
2012-05-28 17:16:00,jaxie40,"You're old fashioned, Wiseowl! (Stick out Tongue)Seriously, I'm exactly the same, it's the way I was brought up. To me it's only polite",Wiseowl
2012-05-28 17:21:00,Wiseowl,It's peoples' lack of thought/concern for other people that makes my fear of socialising worse. I think you're right Bulbie don't waste time it is there loss.,
2012-05-28 17:26:00,jaxie40,"Yep, as you can see on this thread, I'v just been dumped on from a height!",Wiseowl
2012-05-28 18:16:00,bulbie,Why she giving you evils? Did you get the last pack of Pikachu cards in the shop?,
2012-05-28 18:41:00,jaxie40,"Because her mother's probably been trashing me for no real reason! When I confronted this woman, she said ""You're so controllung, always telling me I have to go here and there"". What I actually do is ask her if she'd like to come to Tesco's with me when I go (she doesn't drive), and sometimes text to see if she'd like to come round for a cuppa. And that's controlling! No doubt her husband's been slagging me off in front of the kids, because he's nice like that. Oh well, her kids won't have anyone to play with during the holidays.",bulbie
2012-05-28 18:53:00,bulbie,Why are you friends with her? (Confused),
2012-05-28 19:01:00,jaxie40,"I'm not any more. She's been avoiding me for a while, so I just confronted her about it. I do feel for her, her husband's a pig, but after the way she spoke to me last Thursday, I'm not having any part of it. He's verbally aggressive and abusive to her and the kids",
2012-05-28 19:06:00,bulbie,"Nah, there's no excuse for shitty behaviour like that. (Hug 1)",
2012-05-28 19:16:00,jaxie40,"What really hurt was when she said she didn't care that my son had been so poorly a couple of weeks ago, he's not her son, so why should she? (Mad)",
2012-05-28 19:26:00,bulbie,Sounds like she was never really your friend at all.Is your son ok now?,
2012-05-28 19:37:00,jaxie40,"He's back to full stregth now, thanks for asking. He came very close to ending up in hospital with dehydration though. He was so weak, poor thing.I honestly think she's been brainwashed, she told me when we first stated talking that her husband's told her she doesn't need friends because she has him. Still, her loss. I'm either a good friend or a bad enemy. If her daughter looks at me like that again, I will be saying something because I'm not having it. I've done nothing to deserve it",
2012-05-28 19:42:00,bulbie,"No, quite right too. It does sound a bit like he's trying to make her completely dependant on him so she'll never leave. Creepy.",
2012-05-28 19:47:00,jaxie40,"They've been together for years, he was her first boyfriend (she was in her 20's, mum's schizophrenic, so she didn't have a particularly normal childhood or teen years), they married when she fell pregnant with the daughter.Anyway Bublbie, how're you doing today?",
2012-05-28 19:50:00,bulbie,"Bubbly Bulbie is fried, tired, and paranoid. How are you?",
2012-05-28 19:57:00,jaxie40,"Aww hun, what are you paranoid about?I'm good thanks, looking forward to next week when the kids are off school. Can't believe they've only got 7 weeks of school left in this academic year, and that my baby will be going to full time school in September!",
2012-05-28 20:03:00,bulbie,"I think everyone is avoiding me, being unpleasant o purpose. (Frown)",
2012-05-28 20:10:00,sadgirl,I know how you feel everytime I step outside I'm convinced that everyones starring at me with disgust and talking about me because there disgusted with who I am,
2012-05-28 20:11:00,jaxie40,"Well I'm not hun. I think you've got a wicked sense of humour, and the fact you grow your own veg is great too! Anyone who's nasty to you just isn't worth your time. (Hug)",
2012-05-28 20:16:00,bulbie,"Thanks guys. Sadgirl, I'm like that every time I go out too. i hate it! (Frown)None of my RL friends are talking. That always makes me paranoid. (Frown)",
2012-05-28 20:19:00,jaxie40,"I used to get like that with friends, but I have so few now that I don't (Grin)",
2012-05-28 20:25:00,bulbie,I've never had many to start with. No one wants be friends with the crazy lady who smells of wee.,
2012-05-28 20:32:00,jaxie40,"I do (Smile)I was the outcast at school, never fitted in because I refused to be one of the herd, liking the latest fashion, music etc.",
2012-05-28 20:34:00,bulbie,Exactly the same here.I need a friend tonight. I feel unsettled.,
2012-05-28 20:40:00,jaxie40,I'm here if I can be of any use hun. We'll be opening a box of Thornton's chocolates soon if you'd like to help us eat them?,
2012-05-28 20:41:00,bulbie,*climbs on to couch*I'm there.,
2012-05-28 20:45:00,jaxie40,Welcome Bulbie! Can I get you a drink? Tea? Coffee? Cold drink? (Grin),
2012-05-28 20:49:00,bulbie,Cider......... anything to drown out le voices...,
2012-05-28 20:54:00,jaxie40,Chilled cider it is (Cheers)Help yourself to chocolates!,
2012-05-28 20:55:00,bulbie,"uuuuuuuuuuuuurpThaaaaanks.Feck I hate mods like this, I really do.",
2012-05-28 20:59:00,Allyke,Did I hear...cider?,
2012-05-28 20:59:00,jaxie40,(Group Hug) Is there anything I can do to help hun?Yes you did Allyke. (Grin),
2012-05-28 21:03:00,bulbie,I'm worried about my dad and some other things... (Frown),
2012-05-28 21:05:00,jaxie40,I'm here to listen if you want to talk about it Bulbie,
2012-05-28 21:08:00,Wiseowl,I like you to BulbieYey to all orange fruit people (Smile),
2012-05-28 21:13:00,bulbie,"Im proper freaked out tonight, an overwhelming feeling of no one is talking to me because they don't love me anymore. (Nod 2)",
2012-05-28 21:15:00,jaxie40,We do bulbie (Nod 1),
2012-05-28 21:19:00,Wiseowl,Bulbie I hate that feeling. I hope it goes away As Jaxie said we do (Hug 2),
2012-05-28 21:24:00,bulbie,"Thank you...I've had quite a knock the last few days, the bad news about my dad, my ex texting then going cold on me yet again, and something tonight which I'm not comfortable mentioning publicly...",
2012-05-28 21:30:00,Starless,"You are loved, B. (Group Hug) Things will be OK - we're here for you.",
2012-05-28 21:34:00,bulbie,Waaaaaaah I'm just in meltdown mode!,
2012-05-28 21:48:00,jaxie40,"can you distaract yourself somehow, or does that not work ?",
2012-05-28 22:01:00,bulbie,Its not tonight for some reason. And my mind is on cake but the voices won't let me eat.,
2012-05-28 22:04:00,jaxie40,"Voices talking to bulbie, Let her have some cake else you'll have me to deal with! (stomp)I'm off to bed in a minute hun, but you take care, ok?I'll be around plenty tomorrow, unless I decide to give my new strimmer a go! Loads of (Group Hug)Just remember, we care about you a lot bulbie (Nod 1)",
2012-05-28 22:12:00,bulbie,Thank you for tonight Jaxie. (Hug 1),
2012-05-28 22:50:00,Allyke,"Sorry you're struggling at the moment, Bulbie. I care about you too, I think you're awesome. I wish I could stay and talk to you through this, but I have to go and have a shower and go to bed. PM me though if there's anything you want to get off your chest? Love xx",
2012-05-29 07:27:00,jaxie40,"Anytime hun! I'm off to Tesco's today, and will buying cakes. Let me know if you'd like one for later (Grin)",bulbie
2012-05-29 11:07:00,bulbie,I wanna cake!Someone on le forum has mistaken my kindness for flirting. Awkward!,
2012-05-29 12:05:00,jaxie40,"Flirting? Alrighty then! (LOL)I got a selection of cakes because I wasn't sure what you'd like, and I'm sure others will pop in for a cuppa and cake (Grin)",
2012-05-29 12:31:00,bulbie,"lol you don't think I meant you did you? (ROFL2)Cake is cake to me, I will eat literally anything.",
2012-05-29 13:08:00,jaxie40,"I wasn't sure to be honest Bulbie (LOL)Help yaself to cakes, just not the chocolate ring doughnuts. The Spawn would be after you!",
2012-05-29 13:12:00,shrew,chocolate ring dougnuts sound just wrong - or is it just me that's the wrongun?hope you are feeling better bulbie (Smile),jaxie40
2012-05-29 13:25:00,bulbie,umm... I've already eaten the chocolate rings?,
2012-05-29 13:32:00,shrew,"did you stick your finger in it? Sorry. See, told you I was a wrongun. There's a girl who is at my college here who does jewellery and she has a ring stretcher which is a source of much amusement. Anyway...Hope you have a great day today (Smile) We're always here if you need anything, I'm sure you know that (Smile)",
2012-05-29 13:33:00,jaxie40,"Hey, nothing wrong with ring doughnuts with chocolate icing and sprinkles on!Oh no, bulbie, how could you?!!! (Scared)",shrew
2012-05-29 13:36:00,shrew,"sorry, I was being a perv. Ignore me. It's all I've got, sexual innuendo and weird humour, I blame carry on films. :P",jaxie40
2012-05-29 13:38:00,bulbie,"How's this one for you then Shrew - Morgan Freeman showed me his worm hole AND his black hole!Jaxie, I can't resist a good chocolate ring! (Drooling)",
2012-05-29 13:49:00,bulbie,I do really need you guys today. I'm the duck who's feet are paddling like crazy under water.And yes. Yes I did stick my finger in it.,
2012-05-29 14:03:00,Wiseowl,Hi Bulbie how are you. Bit worried by some of the earlier posts sounds like some kind of kinky cake lovers forum I don't even want to think about what you could do with cake in that manner....I'm too young for this sort of talk lol (Unsure),
2012-05-29 14:12:00,bulbie,"Innocence. Ruined.I'm mixed today Wiseowl, thanks for stopping by. (Hug 1)",
2012-05-29 14:41:00,shrew,Hahaha (Smile)What about a cream finger? (Roll Eyes (Sarcastic))How are you feeling mixed today bulbie?,"bulbie, bulbie"
2012-05-29 15:22:00,bulbie,"Happy, sad, paranoid, triumphant, needy, the list goes on...",
2012-05-29 15:30:00,shrew,"Let's focus on triumphant and happy. What's making you feel that way? Good things must have happened, let's hear 'em (Smile)",
2012-05-29 15:37:00,bulbie,My train ticket is booked. That's the only good thing.,
2012-05-29 15:47:00,jaxie40,I thought Icould hear a Sid James type cackle! (ROFL2),shrew
2012-05-29 15:49:00,jaxie40,"Oooh, where you off to?",
2012-05-29 15:51:00,shrew,what are you doing when you go on the train? Is it something to look forward to? You have probably already said so sorry.Jaxie - ha ha ha (doesn't really translate when typed does it?) (Roll Eyes (Sarcastic)),bulbie
2012-05-29 15:51:00,bulbie,"I'm going back up to Scotland for a bit, my dad needs a hand for a while. My ex also wanted to met but I reckon he will come up witha way to back out. His controlling tactics are getting so predictable.",
2012-05-29 16:33:00,jaxie40,"Ah, but I still hear the cackle, Shrew! (Grin)Bulbie, your ex mucks you around like that? Best rid of that one then!",shrew
2012-05-29 16:41:00,bulbie,"Aye he does. Umm, I just signed up to No Longer Lonely... (Sorry)",
2012-05-29 17:13:00,jaxie40,(Scared) Please don't leave me (Crying),
2012-05-29 17:21:00,bulbie,I didn't think you cared anymore! (Crying),
2012-05-29 17:22:00,jaxie40,"But of course I do bulbie! Just had to collect eldest Spawn from school, then get their dinner done. Now, I'm collapsed on the sofa, about to watch some Judge Judy (Grin)",
2012-05-29 17:35:00,bulbie,You too? I tend to watch that in le morning to try and get myself started.,
2012-05-29 17:43:00,jaxie40,"I'm usually getting the Spawn ready for school when she's on in the morning, and laughing at Jezzer when she's on later. Me and hubby said we wanted to go to California and sit in the audience for JJ! (LOL)",
2012-05-29 17:52:00,bulbie,Have you seen the american Jezza?,
2012-05-29 18:03:00,jaxie40,"Yes, I have. Love it! I do miss Trisha though (Frown)",
2012-05-29 18:11:00,bulbie,I dunno. I liked Trisha but I think I prefer Jezza...,
2012-05-29 18:23:00,sparrow,"I am married and have been for donkeys years,my kids are grown up and gone and i can say i,m honestly say that im very lonely.Marriage is,nt all it,s cracked up to be.I dont talk about my depression or s/harm with him,as he never asks.Just because your with someone,have a partner,or family doesnt mean your okay.",
2012-05-29 18:28:00,bulbie,It sounds like you haven't got a good husband. That's not what I am looking for. It's just as ok to be lonely and single as it is to be lonely and in a relationship.,
2012-05-29 21:14:00,bulbie,In tears ffs (cry2),
2012-05-29 21:21:00,jaxie40,"I'm sorry I haven't been around, Bulbie. Things got a little hectic once hubby came home at 7pm.Loads of (Hug) hun",bulbie
2012-05-29 21:34:00,bulbie,"I'm not mad at you, I'm mad at myself for being emotional.",
2012-05-29 21:35:00,jaxie40,(Group Hug) I'm here now if you want to talk hun,
2012-05-29 21:44:00,bulbie,I'm wondering if everything lately has just overwhelmed me...,
2012-05-29 21:48:00,jaxie40,Like what hun?,
2012-05-29 21:52:00,bulbie,"My dad having a fall I wasn't there for, my ex coming back giving me hope then leaving, missing T when Ileave for Scotland...",
2012-05-29 22:00:00,jaxie40,"Your dad having the fall must have been hard for you hun. It would be easy for me to say ""Don't feel bad because you weren't there"", but it won't stop you feeling that way. The fact that you're going to see him soon will be appreciated by him, I bet (Smile)As for your ex....... t****r is one word of many that springs to mind! I don't understand why people feel the need to play mindgames when it comes to relationships.",bulbie
2012-05-29 22:12:00,bulbie,"I dont know why either, I was so good to him...",
2012-05-29 22:14:00,jaxie40,"It sounds like he thinks he can keep you dangling, call you when he feels like it. You deserve better than that hun (Hug)",bulbie
2012-05-29 22:19:00,bulbie,I feel such an enormous pull to fill that hole.,
2012-05-29 22:22:00,jaxie40,"What, you mean get into another realtionship, or get back with him?",
2012-05-29 22:31:00,bulbie,To fill the void he left.,
2012-05-29 22:34:00,jaxie40,"Sorry, being a bit slow here! What would you fill it with though?Anyway, bedtime for me so I can be up and exercising at stupid o'clock again!Night hun(Hug)",
2012-05-29 22:36:00,bulbie,night (Hug 1),
2012-05-30 08:46:00,jaxie40,Hey bulbie. How ya doing today hun? (Hug),
2012-05-30 11:28:00,bulbie,I'm a little better today but I barely ate and was in the bathroom lots so my tummy isn't so good today.,
2012-05-30 11:32:00,jaxie40,"Oh no, hun. I hope it soon passes. Glad you're doing a bit better (Hug)",
2012-05-30 11:41:00,bulbie,I just cut myself a massive wedge of cake.,
2012-05-30 11:49:00,Starless,*Sends Bulbie cheese loaf via the mini stargate*,
2012-05-30 11:51:00,Wiseowl,Starless you have a mini stargate! Where do you get them from I want one. Bulbie I'm going to have some cake later banana cake mmmm...hopefully without any sexual inuendo (Smile),
2012-05-30 11:52:00,bulbie,Omanomanom! THaaaaanks Starless.Moi? Insinuate innuendo at you munching banana  cake  Wiseowl? Never!,
2012-05-30 12:00:00,Starless,"Hey WiseowlI went through hell trying to steal this mini stargate, and a matching one for B. As you can imagine, the team of SG-1 is rather possessive of said alien technology. I did manage to steal them both, but it also involved the use of a shrink ray I've unfortunately never been able to retreive. Security's tighter these days. (Frown)",
2012-05-30 12:06:00,bulbie,Help! Amanda is Tapping into mine!,
2012-05-30 12:08:00,Starless,"It's alright, just hit whatever appears with a spatula. They'll assume the world is too hostile and never bother coming back.",
2012-05-30 12:09:00,Wiseowl,People are so untrusting these days. Not like the good old days. It almost makes me reconsider my career as an evil criminal mastermind (signing on at times has been tricky the job centre staff do look puzzled)Now please excuse me while I feed my pet sharks in my evil lair moohaha! (Grin),
2012-05-30 12:11:00,Wiseowl,Two things you should always carry with you a towel and a trusty spatula (Smile),
2012-05-30 12:13:00,bulbie,Oh yes - never forget your towel!,
2012-06-01 16:26:00,bulbie,Can someone give me a hug?,
