,date,username,post content,quoted user
56,2014-10-22 11:54:00,Darkred,went from feeling okay and energetic to just bluguhguhguhgugh cant be fucked with anything now just staring at the bloody laptop screen and forum for no reason.,
57,2014-10-22 12:47:00,RainbowHeartz,i feel cozy under the duvet,
58,2014-10-22 21:12:00,ScaredCat,Stupid and embarrassed,
59,2014-10-22 21:21:00,Mister.B,"On edge. Reading more scary shit on the net because ""Hey, it's nearly halloween!""",
60,2014-10-22 22:13:00,BlueBerry,"Wondering if I'm actually a psychopath. I can't possibly be because I feel tons of empathy, fear, anxiety and I have devastatingly low self-esteem which all contradict the profile of psychopathy. But still... I feel very cruel, evil and bloodthirsty. ",
61,2014-10-22 22:16:00,Mister.B,Suspicious.,
62,2014-10-22 22:26:00,Toasted Crumpet,"You no psychopath But if you were, join me, and we shall conquer the universe ",BlueBerry
63,2014-10-22 22:46:00,stella,"I feel sad, angry, and wondering if I'm a horrible person",
64,2014-10-22 22:50:00,Fairy Lucretia,like im a monster,
65,2014-10-22 22:50:00,hellokittymad,sick and hyper and nervous,
66,2014-10-22 22:51:00,Mister.B,Why???,fairy Lu
67,2014-10-22 23:03:00,shaky,"Sort of calm, sort of 'at a distance' like my emotions have gone somewhere else for a while.",
68,2014-10-22 23:44:00,BillFish,"Happy and contented, slightly tired.Driven 75 miles today to keep the family at work. After pacing around at the clinic and going into one, I went to tescos, ikea, sainburys, and b&q to find something to photograph then finally felt like a middle aged man again and not a disability case, looks like good old ebay is the way to go again for the items I need.",
69,2014-10-23 01:31:00,apple,"It's 1.30am and I feel alert and I don't feel right. I've been doing more the past few weeks, plus have been thinking lots.",
70,2014-10-23 01:42:00,Darkred,I just woke up at 1:30am and it took me forever to get out of bed cause really cold and lacking motivation ,
71,2014-10-23 01:54:00,Electric,"Darkred, for what do you need motivation at 1:30 am?! Cleaning the house, doing the laundry? Or is it lack on motivation to stay in bed? Here it is almost 9 pm and I have planned to be in bed early. I feel kind of empty... I miss some one, that really sucks.",
72,2014-10-23 02:03:00,Darkred,I thought that while typing it  I've already cleaned the place the other day I guess I just mean having to use my brain for thing's like making food and trying to entertain myself with no one to speak to and nothing to do  Good old ground hog day in hospital,
73,2014-10-23 03:29:00,Lincoln1990,I feel like I'm in  a lot  of pain. I can't rely on anybody. I've ruined so many things. I should ruin myself.,
74,2014-10-23 08:31:00,Darkred,I'm in the middle of reading all my posts I made on a different forum for mental health 5 years ago and it's left me feeling a bit weird and nostalgic as it was just before I ended up in hospital. I find it so strange how I was able to write masssssive posts replying to people and to be sooo helpful and understanding compared to how I am now... It's also left me feeling slightly sad as I was struggling with alcohol at the time so I don't remember writing half of what I did but now reading it I can see how much I struggled.Sorry not one sentence but I'm feeling quite a few things.,
75,2014-10-23 10:28:00,RainbowHeartz,i feel sleepy and ashamed,
76,2014-10-23 10:31:00,bagpuss,why you ashamed judazz ? Xx,Judazz
77,2014-10-23 10:34:00,RainbowHeartz,im too ashamed to type it on here  but i am okay,GhostChild2
78,2014-10-23 10:35:00,bagpuss,skype ?,Judazz
79,2014-10-23 10:51:00,BlueBerry,"Have to go into Uni for a seminar, but I'm feeling scared and anxious to go, since it'll be crowded at this time.",
80,2014-10-23 11:02:00,BillFish,"Amused, just been to the shop to get croissants and bacon for my wife, a pay till went down, but when the girl rushed over she farted, it was like trying to hold a conversation in a gas filled room, but I remained a gentlemen throughout ",
81,2014-10-23 11:45:00,ScaredCat,Like cutting myself off,
82,2014-10-23 12:08:00,aneverson11,"Tired, fed-up, and very flat, and don't want to get up out of bed.",
83,2014-10-23 12:50:00,shaky,I feel strangely calm and disconnected.I wasn't enjoying doing the crosswordFor the first times in years I feel like meditating - so that's what I'm going to do,
84,2014-10-23 12:59:00,Darkred,A bit better then I did earlier.,
85,2014-10-23 14:47:00,Helena1,feel anxious waiting.,
86,2014-10-23 16:52:00,keepsafe,Fell like a broken bit off something....,
87,2014-10-23 16:52:00,keepsafe,Feel like a broken bit off something....,
88,2014-10-23 16:59:00,burt tomato,"I feel stupid and guilty for my past behavior in real life. I was having severe symptoms, but still feel bad about it. This was about 2-3 years ago.",
89,2014-10-23 17:11:00,Darkred,pass out in bed ,
90,2014-10-23 17:22:00,sightseer,Ild like to be off my tits and escape my stupid dark mind.but i aint got no money and eating slugs just make yer mouth slimey and nothing else.:-(,
91,2014-10-23 18:37:00,hellokittymad,you have no reason to be sorry *hugs*,Nicola398
92,2014-10-23 18:47:00,Gajolene,"Your definately not alone here Nicola, Huge huge hugs.",
93,2014-10-23 20:07:00,mami5,suicidal,
94,2014-10-23 20:11:00,hellokittymad,I feel alone and like i need to hurt myself,
95,2014-10-23 20:11:00,bagpuss,......,
96,2014-10-23 20:15:00,hellokittymad,,GhostChild2
97,2014-10-23 20:16:00,ScaredCat,I hate myself,
98,2014-10-23 20:59:00,Jonwal,Can't stop feeling stressed even though I feel relatively safe I still keep feeling like I could relax but am choosing to feel stressed because partly my upbringing didn't help me condition to deal w life and when I was in supported housing one housemate shouted and screamed all night and there was frequent threats of violence now I can't unwind and I've become fat because of my response to relaxation and perhaps loans alpine  thx,
99,2014-10-24 00:49:00,shaky,I shouldn't be up at this time of the night / morningI should be in bedBut I want something to HAPPENI am tired of being nobody - I need to be SEENBut that isn't going to happen in my living room with a vest on.I want to be loved,
100,2014-10-24 00:59:00,stella,Im a very bad person. The worst person ever,
101,2014-10-24 02:30:00,Electric,Too tired to typeToo sad to laughToo worried to breathHow can I fix myself?,
102,2014-10-24 03:05:00,RainbowHeartz,i feel as though this is going to be an all nighter again im wide awake and feel fat and gross and want it all gone from my body its disgusting,
103,2014-10-24 03:15:00,Lincoln1990,"I feel as though I shouldn't be on here anymore and nobody would care if I stopped coming on here, which I'm  highly  considering.",
104,2014-10-24 03:21:00,RainbowHeartz,"hi lincoln i think you should stay, your very likeable ",Lincoln1990
105,2014-10-24 03:31:00,Lincoln1990,I feel as though I regret  everything  in my life. I should die.,
106,2014-10-24 03:35:00,Lincoln1990,"I feel as though everyone hates me, that's why I dont get replies.",
