source,date,title,description
Nasaspaceflight.com,2019-03-06T22:10:37Z,Falcon Heavy and Starlink headline SpaceX's upcoming manifest - NASASpaceflight.com,
Extremetech.com,2019-03-06T21:01:52Z,NASA Halts InSight Drilling Instrument on Mars After Hitting Obstacle - ExtremeTech,It wouldn't be a robotic mission on another planet without at least a few problems. NASA says the probe's temperature probe is stuck just below the Martian surface.
Livescience.com,2019-03-06T20:56:00Z,Baby T. Rex Was an Adorable Ball of Fluff - Live Science,Recent discoveries show T. rex like you've never seen it before.
Daily Mail,2019-03-06T20:43:00Z,Cosmic 'Superbubbles' is discovered 67 million light-years from Earth - Daily Mail,Two powerful particle accelerator 'superbubbles' have been observed by Nasa in a far-away galaxy appearing as two masses that straddle a  'supermassive black hole' in the centre of the galaxy.
Phys.org,2019-03-06T20:29:43Z,Improving molecular imaging using a deep learning approach - Phys.org,Generating comprehensive molecular images of organs and tumors in living organisms can be performed at ultra-fast speed using a new deep learning approach to image reconstruction developed by researchers at Rensselaer Polytechnic Institute.
Atlasobscura.com,2019-03-06T20:20:01Z,Science Finds the Cross-Continental Origins of Beer Yeast - Atlas Obscura,Ales and lagers have ancestry in both Europe and Asia.
Iflscience.com,2019-03-06T20:19:00Z,Mystery Of Rare Emerald Icebergs Spotted In Antarctica May Be Solved - IFLScience,The sight of bottle green icebergs in Antarctica has intrigued polar travelers and scientists for decades. Several papers have puzzled over the curious phe
Bgr.com,2019-03-06T19:40:00Z,This worm can regrow its brain and entire head if needed - BGR,"As humans, if we lose a limb or even a tiny digit like a finger or toe we’re left to live out our lives without that particular appendage. We have no ability to regrow body parts, but many in…"
Phys.org,2019-03-06T19:30:09Z,New surprises from Jupiter and Saturn - Phys.org,The latest data sent back by the Juno and Cassini spacecraft from giant gas planets Jupiter and Saturn have challenged a lot of current theories about how planets in our solar system form and behave.
Universetoday.com,2019-03-06T19:17:39Z,"Sorry Hollywood, it's Going to Take a Lot More to Destroy an Asteroid - Universe Today",A new study from John Hopkins University has shown that blowing up asteroids might be harder than we thought.
Inverse.com,2019-03-06T19:17:00Z,Church Forests: New Study Says Ethiopia's Lasts Forests Are at Risk - Inverse,"In Northern Ethiopia, the natural environment and the spiritual environment are entwined. There are just 1,022 forests that remain in the region known as South Gondar. In a new study in ""PLOS One"" scientists evaluate what needs to be done to protect these for…"
Inverse.com,2019-03-06T19:11:28Z,"Giant Ground Sloth: 12,600-Year-Old Bones Reveal Humans' Role in Extinction - Inverse","Researchers suspect the giant ground sloth survived the Pleistocene mass extinction into the beginning of the Holocene, about 11,800 years ago. New research in 'Science Advances' disputes this hypothesis, though, providing evidence that humans were killing an…"
Sciencemag.org,2019-03-06T18:57:07Z,CRISPR-Cas9 corrects Duchenne muscular dystrophy exon 44 deletion mutations in mice and human cells - Science Advances,"Mutations in the dystrophin gene cause Duchenne muscular dystrophy (DMD), which is characterized by lethal degeneration of cardiac and skeletal muscles. Mutations that delete exon 44 of the dystrophin gene represent one of the most common causes of DMD and ca…"
Nature.com,2019-03-06T18:01:04Z,Structural basis of STING binding with and phosphorylation by TBK1 - Nature.com,The cryo-electron microscopy structure of human TBK1 in complex with cyclic GMP–AMP-bound chicken STING reveals a binding mode that suggests that STING phosphorylation by TBK1 requires oligomerization of both proteins.
Nature.com,2019-03-06T18:01:04Z,Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise - Nature.com,Wetlands exposed to rapid sea-level rise over the late Holocene contain more soil carbon than those that experienced a long period of sea-level stability.
Cosmosmagazine.com,2019-03-06T18:01:00Z,Entangled particles might reveal the interior of black holes - Cosmos,A new quantum approach arises to the question of whether information can escape black holes. Phil Dooley reports.
Hackaday.com,2019-03-06T18:01:00Z,"Ask Hackaday: Earth's Magnetic Field Shifting Rapidly, But Who Will Notice? - Hackaday","Just when you though it was safe to venture out, the National Oceanic and Atmospheric Administration released an unexpected update. Magnetic North is on the move — faster than expected. That&…"
Phys.org,2019-03-06T18:00:05Z,1 + 1 does not equal 2 for graphene-like 2-D materials - Phys.org,"Physicists from the University of Sheffield have discovered that when two atomically thin graphene-like materials are placed on top of each other their properties change, and a material with novel hybrid properties emerges, paving the way for design of new ma…"
Express.co.uk,2019-03-06T17:02:00Z,Solar storm WARNING: Experts urge for more protection or prepare for TECH BLACKOUT - Express.co.uk,SCIENTISTS have warned that humans need to prepare for a huge solar storm which could DEVASTATE technology on Earth.
Techxplore.com,2019-03-06T17:00:04Z,Improving solar cell efficiency with a bucket of water - Tech Xplore,"Looking at your cell phone, you realize the battery is low, which means you have to make another long walk into town to pay money to charge the device. By the time you get home, it's getting dark. You light the kerosene lamp that casts a dim glow across the r…"
Cosmosmagazine.com,2019-03-06T16:01:00Z,"Europe's power grid will survive climate change. The US, not so much - Cosmos",Modelling shows big European investment in renewables will deliver long-term stability. Jeff Glorfeld reports.
Sciencemag.org,2019-03-06T16:00:02Z,This alligator gar sucks—at lightning speeds - Science Magazine,High-speed video could reveal how other fish evolved their feeding motions
Phys.org,2019-03-06T15:52:08Z,Scientists tackle major challenges to sending astronauts to search for life on Mars - Phys.org,"An international team of researchers, which includes scientists from McMaster's School of Geography & Earth Sciences, NASA, and others, is tackling one of the biggest problems of space travel to Mars: what happens when we get there?"
Express.co.uk,2019-03-06T15:43:00Z,NASA Moon landing SHOCK: What did Apollo 11 discover during lost two minutes of SILENCE? - Express.co.uk,NASA’S Apollo 11 crew achieved the first manned Moon landing in 1969 but there are some researchers who question whether NASA has told the entire truth about the landing. Here is what some believe happened during two mysterious minutes when Apollo 11 went rad…
Phys.org,2019-03-06T15:28:14Z,Spin devices rev up - Phys.org,Electric currents drive all our electronic devices. The emerging field of spintronics looks to replace electric currents with what are known as spin currents. Researchers from the University of Tokyo have made a breakthrough in this area. Their discovery of t…
National Geographic,2019-03-06T14:47:56Z,Would dinosaurs have died off without an asteroid? Here's the science. - National Geographic,A new look at how dinosaurs fared before the catastrophe may also help scientists better understand responses to modern climate change.
Fox News,2019-03-06T14:43:40Z,Megalodon spent millions of years sharpening its massive teeth - Fox News,"The megalodon, considered one of, if not the largest marine predator to ever live, had enormous teeth, some approaching nearly 8 inches in length. But a new study states that the giant shark spent millions of years evolving its teeth before they took their ic…"
Phys.org,2019-03-06T14:17:58Z,"The science of knitting, unpicked - Phys.org","Dating back more than 3,000 years, knitting is an ancient form of manufacturing, but Elisabetta Matsumoto of the Georgia Institute of Technology in Atlanta believes that understanding how stitch types govern shape and stretchiness will be invaluable for desig…"
Daily Mail,2019-03-06T13:34:00Z,Watch the fascinating moment Japanese spacecraft Hayabusa 2 BOUNCES off Ryugu - Daily Mail,The incredible video from japan's space agency shows the 59 seconds before Hyabusa 2 bounced off the surface of Ryugu and is played at five times its actual speed.
Bbc.com,2019-03-06T13:08:45Z,Climate change: Long Antarctic satellite record is secured - BBC News,Scientists ensure the constant monitoring of the White Continent will continue unbroken into the 2030s.
Iflscience.com,2019-03-06T12:55:00Z,A Good Night's Sleep Helps Your Brain Fix Damaged DNA - IFLScience,"It seems strange that animals, us included, spend so much time vulnerably curled up with their eyes shut, totally unaware of our surroundings. While we mig"
Haaretz.com,2019-03-06T12:21:54Z,Israeli spacecraft takes the ultimate selfie on its way to making history on the moon - Haaretz,***
Express.co.uk,2019-03-06T12:20:00Z,NASA asteroid SHOCK: Scientist’s ‘absolutely CERTAIN’ claim over Earth strike REVEALED - Express.co.uk,A SCIENTIST admitted he is “absolutely certain” an asteroid will strike Earth in the future and urged his colleagues to look into the possibilities of defending our planet against devastation.
Interestingengineering.com,2019-03-06T11:54:35Z,Scientists Capture Bacteria That Eat Pollution and Breathe Electricity - Interesting Engineering,"Found in the springs of Heart Lake Geyser Basin, these impressive microorganisms can eat pollution while generating energy."
Phys.org,2019-03-06T00:00:08Z,Scientists put ichthyosaurs in virtual water tanks - Phys.org,"Using computer simulations and 3-D models, palaeontologists from the University of Bristol have uncovered more detail on how Mesozoic sea dragons swam."
Sciencedaily.com,2019-03-05T22:53:58Z,Global analysis of billions of Wikipedia searches reveals biodiversity secrets - Science Daily,Researchers have found that the way in which people use the internet is closely tied to patterns and rhythms in the natural world. This finding suggests new ways to monitor changes in the world's biodiversity.
Floridatoday.com,2019-03-05T22:53:00Z,'Little Earth' sold out: SpaceX Crew Dragon mission plush toy - Florida Today,"Ever since SpaceX CEO Elon Musk revealed there would be a ""super high tech zero-g indicator"" aboard the Crew Dragon capsule, the plush Earth toy has not only sold out across the universe, it has captivated the hearts of astronauts on board the International S…"
Sciencemag.org,2019-03-05T21:53:42Z,Q&A: New light pollution tracking tool is a physicist's bright idea - Science Magazine,Christopher Kyba wants to enable anyone to easily analyze changes in night light
Phys.org,2019-03-05T20:09:09Z,"New reactor-liner alloy material offers strength, resilience - Phys.org","A new tungsten-based alloy developed at Los Alamos National Laboratory can withstand unprecedented amounts of radiation without damage. Essential for extreme irradiation environments such as the interiors of magnetic fusion reactors, previously explored mater…"
Designboom.com,2019-03-05T19:22:39Z,experience t-rex in virtual reality at the american museum of natural history - Designboom,"the american museum of natural history presents a t-rex virtual reality experience, created in collaboration with HTC VIVE."
Sciencedaily.com,2019-03-05T19:14:48Z,Scientists levitate particles with sound to find out how they cluster together - Science Daily,"Scientists have used sound waves to levitate particles, revealing new insights about how materials cluster together in the absence of gravity -- principles which underlie everything from how molecules assemble to the very early stages of planet formation from…"
Phys.org,2019-03-05T19:05:36Z,"Kepler Space Telescope's first exoplanet candidate confirmed, ten years after launch - Phys.org","An international team of astronomers, led by University of Hawaiʻi graduate student Ashley Chontos, announced the confirmation of the first exoplanet candidate identified by NASA's Kepler Mission. The result was presented today at the fifth Kepler/K2 Science …"
Phys.org,2019-03-05T18:52:58Z,Galactic wind provides clues to evolution of galaxies - Phys.org,"The Cigar Galaxy (also known as M82) is famous for its extraordinary speed in making new stars, with stars being born 10 times faster than in the Milky Way. Now, data from the Stratospheric Observatory for Infrared Astronomy, or SOFIA, have been used to study…"
Fox News,2019-03-05T17:59:48Z,NASA’s Hubble space telescope suffers camera glitch - Fox News,NASA’s Hubble space telescope has suffered a camera glitch after software was incorrectly loaded onto one of its key instruments.
Futurism.com,2019-03-05T17:22:50Z,"China Announces ""Imminent Launch"" of New Space Station - Futurism","""It will be the country's space lab in long-term stable in-orbit operation."""
