source,text,Anger,Fear,Joy,Sadness,Analytical,Confident,Tentative
"In 'After Neverland,' Oprah Winfrey Processes Michael Jackson Allegations - The New York Times",0,0,0,0,0,0,0,
Justin Trudeau Loses Another Cabinet Member Over Allegations Against PM - NPR,0,0,0,0.593071,0,0,0,
"After mourning the death of Luke Perry, how will 'Riverdale' move on? - USA TODAY",0,0,0,0.792829,0,0,0,
2nd man apparently free of AIDS virus following stem cell transplant - CBS News,0,0,0,0,0.821913,0,0.62928,
Judge rejects effort to speed up case of US-born woman who joined ISIS | TheHill - The Hill,0.564671,0,0,0,0,0,0,
Kyler Murray to the Detroit Lions not as far-fetched as once thought - Detroit Free Press,0,0,0,0,0.532616,0,0,
â€˜The Bachelorâ€™ Recap: Colton Jumps a Fence - The Ringer,0,0,0,0,0.724236,0,0,
"James Comey, in Op-Ed, urges transparency in Russia probe - Fox News",0,0,0,0,0,0,0,
"Scottish man may have faked death in California to avoid rape charges, authorities say - NBCNews.com",0,0,0,0,0,0,0.615352,
"Samsung Galaxy S10 has the 'most color accurate display ever', says DisplayMate - TechRadar",0,0,0,0,0,0.882442,0,
Destiny 2 Gambit Prime Armor Set Perks Revealed in New Trailer - Game Rant,0,0,0,0,0,0,0,
Photos Of Orange County Students At Party With Swastika Image Drawing Criticism - NPR,0,0,0.633781,0,0,0,0,
Apple acquires patent portfolio of failed smart home security startup Lighthouse AI - 9to5Mac,0,0,0,0.528034,0,0,0,
"John Stankey Talks HBO Shake-Up, Why He Won't ""Cave"" to Trump's Jeff Zucker Demand - Hollywood Reporter",0,0,0,0,0,0,0,
Senate Republicans leave Khashoggi briefing dissatisfied - POLITICO,0,0,0,0,0,0,0,
The Alexandria Ocasio-Cortez backlash begins - CNN,0,0,0.528321,0,0,0,0,
"NFL Scouting Combine risers, fallers and the prospects... - The Athletic",0,0,0,0,0,0,0,
Sony begins refunding Anthem purchases in light of â€œfull power downâ€ù reports - Ars Technica,0,0,0,0,0.920855,0,0,
Will Lakers' Failed Season Cost Them in 2019 Free-Agent Market? - Bleacher Report,0,0,0,0,0,0.543112,0,
An Asteroid the Size of a Jumbo Jet Just Buzzed Safely By Earth - Space.com,0,0,0,0,0.532616,0,0.647986,
Anonymous winner claiming $1.5 billion Mega Millions jackpot - AOL,0,0,0,0,0,0,0,
Jennifer Lopez Teams Up With Joanna Gaines for Her Malibu Fixer Upper - E! NEWS,0,0,0,0,0,0,0,
One more time with feeling: no link found between measles vax - Cosmos,0,0,0,0,0.842108,0,0,
Yet another round of blood pressure meds hit with recall over cancer risk - BGR,0,0.727023,0,0,0.874319,0,0,
Why I thought Nicolas Maduro would be gone by now - Washington Examiner,0,0,0,0,0.920855,0,0,
Sizing Up a Salesforce Earnings Reaction Trade - TheStreet.com,0,0,0,0,0,0,0,
Teen Who Defied His Mom and Got Vaccinated to Testify to Congress About Need For Vaccines - KTLA Los Angeles,0,0,0,0,0,0,0,
When New Space Loses Out to NASA Pragmatism - Hackaday,0,0,0,0.616288,0.888278,0,0,
Republican cowards will regret not voting against Trump's national 'emergency' - Washington Examiner,0,0,0,0,0.842108,0,0,
Gap is buying a high-end kid's fashion line as the company tries to escape its cheap image and spins off Old Navy - Business Insider,0,0,0,0,0,0,0,
"Alabama tornado damage looks like 'someone took a giant knife and just scraped the ground,' sheriff says - Fox News",0,0,0,0,0,0,0.901841,
Byron York | House Democrats send message: Impeachment is on - Washington Examiner,0,0,0,0,0.862286,0,0,
SpaceX's Crew Dragon Capsule Successfully Docks With International Space Station - Newser,0,0,0,0,0,0,0,
"SpaceX Launch Succesful, Crew Dragon Capsule Docks With Space Station - Investor's Business Daily",0,0,0,0,0.589295,0,0,
PHOTOS: UFC Champion Jon 'Bones' Jones celebrates victory at On The Record - News3LV,0,0,0.810378,0,0,0,0,
